headline,date,snippet,url
"Sobi, Swedish Maker of Drugs for Rare Diseases, Receives Takeover Bid",2015-04-28T00:00,"Swedish Orphan Biovitrum, which makes the ReFacto AF treatment for hemophilia for Pfizer, received a preliminary offer from an undisclosed suitor....",https://www.nytimes.com/2015/04/28/business/dealbook/swedish-orphan-biovitrum-deal.html
"Kenneth Koe, an Inventor Behind Zoloft, Dies at 90",2015-10-14T00:00,The Pfizer chemist helped create the antidepressant that has been used to treat more than 100 million people and has generated sales of more than $3 billion....,https://www.nytimes.com/2015/10/14/business/kenneth-koe-co-inventor-behind-zoloft-dies-at-90.html
Pfizer Faces Challenges in Pursuing Deal for a Lower Tax Rate,2015-10-30T00:00,"Allergan can hold out for a good price. But if Pfizer puts up a premium of more than 25 percent, it will risk paying away the benefits of a deal....",https://www.nytimes.com/2015/10/30/business/dealbook/pfizer-faces-challenges-in-pursuing-deal-for-a-lower-tax-rate.html
Pfizer Bid for Allergan Has Its Eyes on Ireland,2015-10-30T00:00,"Pfizer, one of America’s oldest drug makers, is again looking to renounce its corporate citizenship by buying a foreign rival....",https://www.nytimes.com/2015/10/30/business/dealbook/allergan-pfizer-deal.html
Pfizer and Allergan Said to Be Near Merger for Up to $150 Billion,2015-11-19T00:00,A merger would create a drug giant with nearly $53 billion in annual sales and give Pfizer a long-sought foreign headquarters for tax purposes....,https://www.nytimes.com/2015/11/19/business/dealbook/pfizer-allergan-deal-for-up-to-150-billion-is-said-to-be-close-to-complete.html
High Risk and Low Benefit in Pfizer’s Pursuit of Allergan,2015-11-20T00:00,"Buying Allergan would give the drug giant a low-tax domicile in Ireland and one good drug, Botox. But Allergan would accrue nearly all of the upside....",https://www.nytimes.com/2015/11/20/business/dealbook/high-risk-and-low-benefit-in-pfizers-pursuit-of-allergan.html
Pfizer and Allergan Reach $150 Billion Merger Deal,2015-11-23T00:00,"The deal, to be announced Monday, would create a huge new pharmaceutical giant and could potentially help Pfizer lower its American tax rate....",https://www.nytimes.com/2015/11/23/business/dealbook/pfizer-and-allergan-reach-150-billion-merger-deal.html
Pfizer-Allergan Merger Reignites Tax Reform Discussion,2015-11-24T00:00,The blockbuster pharmaceutical merger has put new pressure on Congress and the White House to overhaul the corporate tax code....,https://www.nytimes.com/2015/11/24/business/drug-merger-reignites-tax-reform-discussion.html
How the Pfizer-Allergan Deal Ranks,2015-11-24T00:00,"With an equity value of $152 billion, the merger is the largest since the heady days of 2000....",https://www.nytimes.com/2015/11/24/business/dealbook/how-the-pfizer-allergan-deal-ranks.html
Pfizer Deal Stokes Washington Concerns Over Tax Policy,2015-11-24T00:00,"While not technically structured as an inversion, the huge drug merger spurs calls for change....",https://www.nytimes.com/2015/11/24/business/dealbook/pfizer-deal-stokes-washington-concerns-over-tax-policy.html
"Pfizer’s Huge Deal Could Work, but With Adverse Effects",2015-11-24T00:00,"The deal will bring hefty tax and cost savings worth slightly more than the $30 billion premium being offered, but the structure will upset lawmakers....",https://www.nytimes.com/2015/11/24/business/dealbook/pfizers-huge-deal-could-work-but-with-adverse-effects.html
"After Banner Week, Market Noses Back Down",2015-11-24T00:00,Stocks wobbled in afternoon trading as the market comes off its biggest weekly gain of the year. Pfizer and Allergan slipped after announcing a merger deal....,https://www.nytimes.com/2015/11/24/business/daily-stock-market-activity.html
Pfizer Chief Defends Merger With Allergan as Good for U.S.,2015-11-24T00:00,"The agreement would be the latest, and largest, aimed at helping an American company lower its taxes by reincorporating overseas, a tactic known as corporate inversion....",https://www.nytimes.com/2015/11/24/business/dealbook/pfizer-allergan-merger-inversion.html
Pfizer-Allergan Merger Is Latest Sign of Deal Makers’ Silly Pills,2015-11-25T00:00,Recent deals show that normally sober-minded business executives seem to have thrown over sound decision-making for flights of fancy....,https://www.nytimes.com/2015/11/25/business/dealbook/telltale-signs-that-deal-makers-swallowed-the-silly-pills.html
Pfizer and Allergan Deal Comes With an Extensive Prenup,2015-11-25T00:00,The two companies have outlined the various termination fees they will pay each other in the event the $152 billion merger collapses....,https://www.nytimes.com/2015/11/25/business/dealbook/pfizer-and-allergan-deal-comes-with-an-extensive-prenup.html
Pfizer’s Desire to Split Has Faded,2015-11-25T00:00,"The deal with Allergan will cut taxes and add solid assets, but it is also prompting Pfizer to defer a decision on splitting up until 2018....",https://www.nytimes.com/2015/11/25/business/dealbook/pfizers-desire-to-split-has-faded.html
Why Pfizer’s Deal May Change the System of Taxing Multinationals,2015-11-25T00:00,"The United States approach has been a failure, and a $152 billion drug merger could nudge tax-writing committees in Washington into action....",https://www.nytimes.com/2015/11/25/business/dealbook/why-pfizers-deal-may-change-the-system-oftaxing-multinationals.html
How Allergan Deal Will Rebuild Pfizer’s War Chest,2015-11-26T00:00,An offshore tax address means there’s no reason to keep over $60 billion of cash on its balance sheet. That’s a lot of financial firepower to buy back shares and fuel more acquisitions....,https://www.nytimes.com/2015/11/26/business/dealbook/how-allergan-deal-will-rebuild-pfizers-war-chest.html
Pfizer Didn’t Need an Inversion to Avoid Paying U.S. Taxes,2015-11-29T00:00,"The Pfizer-Allergan merger has been criticized because of a planned headquarters move to Ireland, but such strategies are not necessary to avoid taxes....",https://www.nytimes.com/2015/11/29/business/dealbook/pfizer-didnt-need-an-inversion-to-avoid-paying-us-taxes.html
Pfizer’s Long War on Taxation,2015-12-01T00:00,"Pfizer, which plans to enjoy a lower tax rate in Ireland after a merger with Allergan, has long employed various tax avoidance strategies....",https://www.nytimes.com/2015/12/01/business/dealbook/pfizers-long-war-on-taxation.html
Pfizer’s Deal for Allergan Is a Dubious Milestone,2015-12-02T00:00,That this high-water mark is justified by its tax workaround is a sign that the two-year boom of extraordinary corporate deals is reaching its conclusion....,https://www.nytimes.com/2015/12/02/business/dealbook/pfizers-deal-for-allergan-is-a-dubious-milestone.html
Just Send the Tax Bill to My Personal Irish Subsidiary,2016-02-21T00:00,"If Burger King and Pfizer can lower their tax rates with inversions, why can’t I?...",https://www.nytimes.com/2016/02/21/business/yourtaxes/just-send-the-tax-bill-to-my-personal-irish-subsidiary.html
F.D.A. Approves Drug for More Lung Cancer Patients,2016-03-12T00:00,The Food and Drug Administration expanded approval of a Pfizer drug to treat a small subset of lung cancer patients with a rare mutation....,https://www.nytimes.com/2016/03/12/business/fda-approves-drug-for-more-lung-cancer-patients.html
Pfizer and Allergan Are Said to End Merger as Tax Rules Tighten,2016-04-06T04:00,"The broader reach of regulations, intended to keep companies from cutting deals to move income overseas, appears to have caught many by surprise....",https://www.nytimes.com/2016/04/06/business/dealbook/tax-inversion-obama-treasury.html
Finger-Pointing Abounds in Failed Pfizer Deal,2016-04-07T00:00,"In the abandoned merger with Allergan, lawmakers, the Treasury Department and Pfizer itself bear some responsibility....",https://www.nytimes.com/2016/04/07/business/dealbook/finger-pointing-abounds-in-failed-pfizer-deal.html
Pfizer and Allergan Advisers Lose Out on $200 Million in Fees,2016-04-07T00:00,"Now that the merger between the pharmaceutical giants is dead, their bankers will receive about 10 percent of their fees, according to estimates....",https://www.nytimes.com/2016/04/07/business/dealbook/pfizer-and-allergan-advisers-lose-out-on-200-million-in-fees.html
Pfizer Faces Limited Options After Its Dead Deal With Allergan,2016-04-07T04:00,"The company has been growing steadily, but investors are certain to start agitating again to complete a bold move in order to push growth higher....",https://www.nytimes.com/2016/04/07/business/dealbook/pfizer-allergan-merger.html
Pfizer Needs Clearer Goals,2016-05-06T00:00,"As the drug-giant weighs its options, setting a strategy would be better than keeping all doors open....",https://www.nytimes.com/2016/05/06/business/dealbook/pfizer-needs-clearer-goals.html
Pfizer Could Get Its Money’s Worth Out of Anacor Deal,2016-05-17T00:00,"The more important question for shareholders, though, is whether Pfizer’s chief executive, Ian C. Read, will break up Pfizer....",https://www.nytimes.com/2016/05/17/business/dealbook/pfizer-could-get-its-moneys-worth-out-of-anacor-deal.html
Pfizer to Acquire Anacor Pharmaceuticals for $5.2 Billion,2016-05-17T00:00,"After terminating deals with AstraZeneca and most recently, Allergan, Pfizer has turned to relatively smaller biotech companies for acquisitions....",https://www.nytimes.com/2016/05/17/business/dealbook/pfizer-to-acquire-anacor-pharmaceuticals-for-5-2-billion.html
Carl Icahn Takes Stake in Allergan,2016-06-01T00:00,"Months ago, Mr. Icahn criticized Pfizer’s proposed takeover of Allergan; now he is buying part of the company....",https://www.nytimes.com/2016/06/01/business/dealbook/carl-icahn-takes-stake-in-allergan.html
The Flaws in Pfizer’s Plan to Acquire Medivation,2016-08-23T04:00,A heated auction and back-of-the-envelope math hint that the buyer is overpaying....,https://www.nytimes.com/2016/08/23/business/dealbook/the-flaws-in-pfizers-plan-to-acquire-medivation.html
Pfizer to Buy Cancer Drug Maker in $14 Billion Deal,2016-08-23T04:00,"The frenzy over Medivation, which makes treatments for prostate and breast cancers, shows what pharmaceutical companies are willing to pay for oncology deals....",https://www.nytimes.com/2016/08/23/business/dealbook/medivation-pfizer-14-billion-deal.html
"Pfizer Remains Whole, but the Option to Split Could Return",2016-09-27T04:00,"Wall Street has given Pfizer the benefit of the doubt, but investors do not universally love the decision not to break up....",https://www.nytimes.com/2016/09/27/business/dealbook/pfizer-remains-whole-but-the-option-to-split-could-return.html
"Wall St. Closes Lower, Weighed Down by Banks and Health Care",2016-09-27T04:00,"Shares of Pfizer, one of the largest drug companies in the world, traded lower after the company said it would not split up into two smaller companies....",https://www.nytimes.com/2016/09/27/business/stock-markets.html
2016 Was a Year for Undoing Major Deals,2016-12-26T20:03,"Big takeovers by the likes of the pharmaceutical giant Pfizer, the Oreos maker Mondelez and the office supply retailer Staples were all consigned to the scrap heap....",https://www.nytimes.com/2016/12/26/business/dealbook/more-than-1000-deals-were-abandoned-in-2016.html
