headline,date,snippet,url
Verizon’s Dumb Pipes Are No Smarter With AOL,2015-05-13T00:00,"The video ad tech business may be the prize, but it faces threats from Google and others. This is just another silly deal involving AOL....",https://www.nytimes.com/2015/05/13/business/dealbook/verizons-dumb-pipes-are-no-smarter-with-aol.html
Verizon Bets on Video Ads in $4 Billion Deal for AOL,2015-05-13T00:00,"Verizon’s $4.4 billion all-cash deal for AOL illustrates how the communications industry has changed, even if the underlying rationale has not....",https://www.nytimes.com/2015/05/13/business/dealbook/verizon-to-buy-aol-for-4-4-billion.html
Verizon Takes to the Battlefield ,2015-05-14T00:00,"Verizon&#8217;s deal to buy AOL, which barely registers in financial terms, may be the signature transaction that vanquishes all perceptions of the company as a stodgy utility....",https://www.nytimes.com/2015/05/14/business/verizon-takes-to-the-battlefield.html
Verizon&#8217;s Deal for AOL Is a Push Into the Technology of Advertising,2015-05-14T00:00,"In a merger with Verizon, AOL would gain a wealth of consumer data that it could use to personalize and target marketing messages. Others are skeptical of the effort....",https://www.nytimes.com/2015/05/14/business/media/verizons-deal-for-aol-is-a-push-into-the-technology-of-advertising.html
AOL Discloses It Had 3 Suitors Besides Verizon,2015-05-27T00:00,It’s unclear who the mystery bidders were before the Internet company decided to sell itself to Verizon for $4.4 billion....,https://www.nytimes.com/2015/05/27/business/dealbook/aol-discloses-it-had-3-suitors-besides-verizon.html
Huffington Post in Limbo at Verizon,2015-06-03T00:00,"It is not completely clear what Verizon might want with The Huffington Post or how a relationship between them might work. The future role of the site’s founder, Arianna Huffington, is also uncertain....",https://www.nytimes.com/2015/06/03/business/media/huffington-post-in-limbo-at-verizon.html
Arianna Huffington Renews Contract for Four Years,2015-06-19T00:00,"Ms. Huffington’s contract had expired this year, and there was speculation she might leave after the publication’s parent company, AOL, was acquired by Verizon....",https://www.nytimes.com/2015/06/19/business/media/ariana-huffington-renews-contract-for-four-years.html
Verizon Completes AOL Takeover,2015-06-24T00:00,The completion of the deal paves the way for the start of Verizon’s mobile-first video service....,https://www.nytimes.com/2015/06/24/business/media/verizon-completes-aol-takeover.html
Verizon to Add Vice Content to Its Coming Mobile Video Service,2015-07-15T00:00,The communications giant has teamed up with the youth-oriented media company in a multiyear deal as both companies hope to expand their reach....,https://www.nytimes.com/2015/07/15/business/media/verizon-to-add-vice-content-to-its-coming-mobile-video-service.html
"Verizon to Offer Free Mobile TV, With an Eye on Millennials",2015-09-08T04:01,"Aimed at millennials, the service, Go90, will be available to all users, not just Verizon customers. It will include shows from Comedy Central, Food Network, ESPN, NFL Network and Discovery....",https://www.nytimes.com/2015/09/08/business/media/verizon-to-offer-free-mobile-tv-with-an-eye-on-millennials.html
Verizon and N.B.A. Form Partnership for Go90 Content,2015-11-04T00:00,"The agreement will bring daily league highlights, new original series and access to some live games to Verizon’s mobile video streaming service Go90....",https://www.nytimes.com/2015/11/04/business/media/verizon-and-nba-form-partnership-for-go90-content.html
Verizon Commercial Suggests a Thanksgiving Without Phones,2015-11-26T00:00,Verizon is introducing a television ad encouraging people to enjoy family and friends rather than their small screens....,https://www.nytimes.com/2015/11/26/business/media/verizon-commercial-suggests-a-thanksgiving-without-phones.html
Possible Suitors for Yahoo,2015-12-10T00:00,"Barry Diller’s IAC/InterActive could be a logical home for its Internet businesses, as might Verizon, owner of AOL....",https://www.nytimes.com/2015/12/10/business/dealbook/possible-suitors-for-yahoo.html
Verizon and Hearst to Create TV for Mobile Millennial Viewers,2016-03-03T00:00,"The companies will offer streaming channels for mobile devices, beginning with a comedy channel and one for “millennials in the heartland.”...",https://www.nytimes.com/2016/03/03/business/media/verizon-and-hearst-to-create-tv-for-mobile-millennial-viewers.html
Verizon and AwesomenessTV to Form Mobile Video Service,2016-04-07T04:00,The telecommunications giant will acquire a 24.5 percent stake in the digital entertainment network for teenagers....,https://www.nytimes.com/2016/04/07/business/media/verizon-and-awesomenesstv-to-form-mobile-video-service.html
"Two Unions Set Strike Deadline for 36,000 Verizon Workers",2016-04-12T00:00,"The unions, representing employees in the East, say they have made little progress with management in the eight months since their contracts expired....",https://www.nytimes.com/2016/04/12/business/two-unions-set-strike-deadline-for-36000-verizon-workers.html
"In Verizon Strike, Blue-Collar Stress Hits the Sidewalks",2016-04-14T00:00,"The work stoppage by nearly 36,000 Verizon workers has highlighted crucial questions about the place of middle-class jobs in an economy shifting toward tech....",https://www.nytimes.com/2016/04/14/business/verizon-workers-strike.html
Yahoo’s First Quarter Adds Urgency to Sale Option,2016-04-21T00:00,Marissa Mayer needs to offload Yahoo’s core business before bidders like Verizon lose interest...,https://www.nytimes.com/2016/04/21/business/dealbook/yahoos-first-quarter-adds-urgency-to-sale-option.html
Verizon and Unions Reach an Agreement That May End Strike,2016-05-27T18:41,"The accord, after a walkout by nearly 40,000 workers that begin in mid-April, is said to include two key concessions by the company....",https://www.nytimes.com/2016/05/28/business/verizon-strike-unions-accord.html
Verizon Strike to End as Both Sides Claim Victories on Key Points,2016-05-31T00:00,"Verizon retreated on some major points and gained tools for paring down its work force in the tentative pact reached with unions representing nearly 40,000 striking workers....",https://www.nytimes.com/2016/05/31/business/verizon-reaches-tentative-deal-with-unions-to-end-strike.html
Verizon Is Said to Be Near a Deal to Acquire Yahoo,2016-07-22T15:37,Verizon has long been considered a front-runner to buy Yahoo’s core internet businesses. An announcement could come as early as next week....,https://www.nytimes.com/2016/07/23/business/dealbook/yahoo-sale-verizon.html
Yahoo’s Sale to Verizon Ends an Era for a Web Pioneer,2016-07-25T00:00,"It’s the end of the line for Yahoo as an independent company, once valued at $125 billion....",https://www.nytimes.com/2016/07/25/business/yahoo-sale.html
"For Yahoo, Question Is What to Do With $40 Billion in Leftovers",2016-07-26T00:00,"After a sale of its core internet business to Verizon, Yahoo will still have stakes in Alibaba and Yahoo Japan, along with cash and a collection of patents....",https://www.nytimes.com/2016/07/26/business/dealbook/for-yahoo-question-is-what-to-do-with-40-billion-in-leftovers.html
Verizon and Yahoo: Internet Also-Rans With Big Hopes,2016-07-26T00:00,"The Verizon boss, Lowell McAdam, is betting the deal will help attract digital advertisers by meshing Yahoo with AOL, which Verizon bought last year....",https://www.nytimes.com/2016/07/26/business/dealbook/verizon-and-yahoo-internet-also-rans-with-big-hopes.html
"Wall St. Sags, Weighed Down by Sinking Energy Sector",2016-07-26T00:00,Yahoo shares fell after Verizon Communications announced that it would buy most of Yahoo’s internet businesses for $4.8 billion....,https://www.nytimes.com/2016/07/26/business/daily-stock-market-activity.html
Verizon Announces $4.8 Billion Deal for Yahoo’s Internet Business,2016-07-26T00:00,"Verizon is buying an entity that has made repeated missteps, but one that could help it be a stronger contender for digital advertising revenue....",https://www.nytimes.com/2016/07/26/business/verizon-yahoo-sale.html
Marissa Mayer’s Media Problem at Yahoo Is Now Verizon’s to Solve,2016-07-27T00:00,"Before she led Yahoo, while still at Google, Ms. Mayer spoke of the difficulties for media companies of capitalizing on their own content....",https://www.nytimes.com/2016/07/27/business/media/marissa-mayers-media-problem-at-yahoo-is-now-verizons-to-solve.html
Yahoo Is a Case Study in Poor Timing,2016-07-27T00:00,The company’s $4.8 billion sale to Verizon caps two decades of deals and non-deals that shaped internet history....,https://www.nytimes.com/2016/07/27/business/dealbook/yahoo-is-a-case-study-in-poor-timing.html
LionTree Hires JPMorgan Banker to Lead European Division,2016-07-28T00:00,"LionTree Advisors, which recently helped Verizon acquire Yahoo for $4.8 billion, has hired Jake Donovan as the president of its European operation....",https://www.nytimes.com/2016/07/28/business/dealbook/liontree-hires-jpmorgan-banker-to-lead-european-division.html
Yahoo and the Online Universe According to Verizon,2016-07-30T09:00,"In amassing Yahoo, AOL and other online services, Verizon is preparing for the day when its most important clients are advertisers, not users....",https://www.nytimes.com/2016/07/31/business/media/yahoo-and-the-online-universe-according-to-verizon.html
Yahoo’s Sale to Verizon Leaves Shareholders With Little Say,2016-07-30T00:00,The internet giant’s decision to sell its business is plagued with challenges that reveal how unusual deal structures can affect shareholders....,https://www.nytimes.com/2016/07/30/business/dealbook/yahoos-sale-to-verizon-leaves-shareholders-with-little-say.html
Arianna Huffington Is Leaving Huffington Post,2016-08-12T04:00,"Ms. Huffington helped begin the media company, now owned by Verizon, in 2005 and will be focusing on her new venture, Thrive Global....",https://www.nytimes.com/2016/08/12/business/arianna-huffington-post.html
No Clear Logic in Verizon’s Digital Media Venture,2016-09-08T04:00,Verizon’s acquisitions of Yahoo and AOL raise legitimate questions about the judgment of Verizon’s management....,https://www.nytimes.com/2016/09/08/business/dealbook/no-clear-logic-in-verizons-digital-media-venture.html
How Yahoo’s Data Breach Could Affect Its Deal With Verizon,2016-09-24T04:00,"Verizon could enact the deal’s material adverse change clause, or MAC clause, to try to drive down the price or terminate the sale entirely....",https://www.nytimes.com/2016/09/24/business/dealbook/how-yahoos-data-breach-could-affect-its-deal-with-verizon.html
"With Sprint, Former Verizon Actor Says, You Can Hear Him Just Fine",2016-10-14T17:23,"After a role in commercials as the nameless “Test Man” looking for a cellular signal, Paul Marcarelli is playing himself....",https://www.nytimes.com/2016/10/15/business/sprint-verizon-hear-me-now-paul-marcarelli.html
Verizon Says Yahoo Hack Could Reopen $4.8 Billion Deal Talks,2016-10-14T04:00,"Verizon’s top lawyer said the hacking of 500 million Yahoo email accounts, made public after the deal was announced, could justify reopening sale discussions....",https://www.nytimes.com/2016/10/14/business/dealbook/verizon-says-yahoo-hack-could-reopen-4-8-billion-deal-talks.html
"Morning Agenda: Verizon’s Doubts, SoftBank and Saudi Fund, Marcus Opens",2016-10-15T04:00,Verizon’s top lawyer said the company believed that the hacking of 500 million Yahoo email accounts might justify reopening sale talks....,https://www.nytimes.com/2016/10/15/business/dealbook/verizon-yahoo-softbank-saudi-goldman-marcus.html
Earnings Reports for Goldman Sachs and Yahoo,2016-10-17T04:00,"The Yahoo report is of particular interest to investors, as the company is expected to stay quiet concerning the recent hacking and spying scandals that may imperil its pending sale to Verizon....",https://www.nytimes.com/2016/10/17/business/earnings-reports-for-bank-of-america-goldman-sachs-and-yahoo.html
"Morning Agenda: Yahoo Traffic Increased, Veterans Get Disruptive, China Slows",2016-10-19T09:59,Yahoo’s quarterly results revealed that traffic actually increased since it disclosed its hack in September. But there are still concerns over Verizon’s agreement to buy the company....,https://www.nytimes.com/2016/10/20/business/dealbook/yahoo-verizon-disruptive-technology-china-economy.html
Wall St. Ends Lower After Some Middling Quarterly Reports,2016-10-20T14:03,Shares of Verizon and eBay were down after the companies issued disappointing quarterly results....,https://www.nytimes.com/2016/10/21/business/stock-markets.html
Telecoms’ Ambitions on Targeted Ads Seen Curbed by F.C.C.’s New Privacy Rules,2016-10-29T00:08,AT&T’s and Verizon’s hopes of collecting and analyzing customer data to sell advertising may be dashed if they have to ask customers’ permission....,https://www.nytimes.com/2016/10/29/business/media/telecoms-ambitions-on-targeted-ads-seen-curbed-by-fccs-new-privacy-rules.html
Yahoo’s Breach Gives Verizon Leverage in Deal Talks,2016-11-10T20:15,The latest assault on Yahoo’s reputation gives Verizon extra firepower to snag a better deal....,https://www.nytimes.com/2016/11/11/business/dealbook/yahoos-breach-gives-verizon-leverage-in-deal-talks.html
Why Verizon Can’t Quit Yahoo,2016-12-20T21:44,"Despite the easy narrative that Yahoo is a loser in the tech industry, its business is stabilizing and Verizon has little to stand on to exit the merger....",https://www.nytimes.com/2016/12/20/business/dealbook/why-verizon-cant-quit-yahoo.html
"Morning Agenda: ‘Altaba,’ Taxes of Trump Appointees, Executive Trip Aids F.B.I.",2017-01-10T11:00,"“Altaba” will be the name of the company that remains if Yahoo completes the sale of its internet business to Verizon, according to a regulatory filing....",https://www.nytimes.com/2017/01/10/business/dealbook/altaba-yahoo-verizon-trump-kushner-volkswagen.html
"After Verizon Deal, Yahoo to Become ‘Altaba’ and Marissa Mayer to Step Down From Board",2017-01-10T03:30,"If and when its deal with Verizon goes through, the company will rename itself, and more than half of its board members will step down, Yahoo said in a regulatory filing....",https://www.nytimes.com/2017/01/09/business/dealbook/yahoo-would-become-altaba-after-selling-its-internet-business.html
Yahoo and Verizon Are Said to Be Near a Cheaper Deal,2017-02-15T17:15,"After the revelations of huge data breaches, the new terms would cut the price for Yahoo’s core internet business by close to $300 million, a person with knowledge of the matter said....",https://www.nytimes.com/2017/02/15/business/dealbook/verizon-yahoo-merger-deal.html
"Morning Agenda: Yahoo, Asian Conglomerates, Trump and Fox News",2017-02-16T10:49,"Instead of battling to preserve the price of its original deal with Verizon, Yahoo has opted to renegotiate....",https://www.nytimes.com/2017/02/16/business/dealbook/yahoo-softbank-hna-trump-fox.html
"Competition, and Debt, Could Spell Trouble for Verizon",2017-10-19T22:12,Verizon’s perch as the No. 1 carrier in the United States looks secure. But the gap is narrowing. And a heavy debt load could hobble Verizon’s ability to quickly change lanes.,https://www.nytimes.com/2017/10/19/business/dealbook/competition-and-debt-could-spell-trouble-for-verizon.html
