headline,date,snippet,url
"For Michael Passaro, All the Working World Is a Stage",2014-06-22T00:00,The production stage manager for Broadway’s “Pippin” says his early work at McDonald’s gave him great training in managing teams — skills he uses to this day....,https://www.nytimes.com/2014/06/22/business/corner-office-for-michael-passaro-all-the-working-world-is-a-stage.html
McDonald’s Profit Slips as U.S. Sales Lag Again,2014-07-23T00:00,"The chain has been struggling to grow in its flagship market in the face of intensifying competition, changing eating habits and the persistent financial struggles of its lower-income customers....",https://www.nytimes.com/2014/07/23/business/mcdonalds-profit-slips-as-us-sales-continue-to-lag.html
Fast-Food Supplier Suspends China Plant’s Operations,2014-07-29T00:00,"As McDonald’s took some meat items off its menu on Monday, one of its suppliers, OSI Group, of Illinois, said it was reviewing all its China plants....",https://www.nytimes.com/2014/07/29/business/fast-food-supplier-suspends-china-plants-operations.html
McDonald’s Ruling Could Open Door for Unions,2014-07-30T00:00,"If upheld, the decision by the National Labor Relations Board’s general counsel could upend employment practices in the fast-food industry and invite unionization....",https://www.nytimes.com/2014/07/30/business/nlrb-holds-mcdonalds-not-just-franchisees-liable-for-worker-treatment.html
Labor Ruling on McDonald’s Has Business Worried,2014-07-31T00:00,Industry trade groups quickly signaled their intention to ask the federal courts to overturn a ruling that holds McDonald’s liable for the actions of its franchisees....,https://www.nytimes.com/2014/07/31/business/labor-ruling-bewilders-franchisers.html
Fast-Food Scandal Hurting Chains in China,2014-08-05T00:00,"McDonald’s, the world’s biggest hamburger chain, said on Monday that a scandal over a meat supplier in China was hurting sales in the region and that its global sales forecast for 2014 was “at risk.”...",https://www.nytimes.com/2014/08/05/business/fast-food-scandal-hurting-chains-in-china-.html
McDonald’s Sales Fall on Food Scandal in China,2014-08-09T00:00,The company said its global sales forecast for 2014 was at risk after the scandal drove away diners and forced it to scramble to find new suppliers of ingredients for Chicken McNuggets and Big Macs....,https://www.nytimes.com/2014/08/09/business/mcdonalds-sales-fall-on-food-scandal-in-china.html
McDonald’s Names New President of U.S. Unit,2014-08-23T00:00,"The company Mike Andres as president of its struggling United States division, marking the second change in two years....",https://www.nytimes.com/2014/08/23/business/mcdonalds-names-new-president-of-us-unit.html
McDonald’s Sales Dip Globally; China Scandal Will Hurt Profit,2014-09-10T00:00,"Among other challenges, analysts blame bloated menus for slower service and say the company is struggling to compete with resurgent rivals....",https://www.nytimes.com/2014/09/10/business/mcdonalds-sales-dip-globally-china-scandal-will-hurt-profit.html
Wall Street Slips Lower as Shares In Apple Fall After Product News ,2014-09-10T00:00,Negative news from Home Depot and McDonald&#8217;s also weighed on the market....,https://www.nytimes.com/2014/09/10/business/daily-stock-market-activity.html
U.S.D.A. Approves Modified Potato. Next Up: French Fry Fans.,2014-11-08T00:00,"The so-called Innate potato, which produces less of a cancer-causing chemical when it is fried, was developed by a major McDonald’s supplier....",https://www.nytimes.com/2014/11/08/business/genetically-modified-potato-from-simplot-approved-by-usda.html
McDonald’s Issues Recall for Hello Kitty Whistles,2014-11-11T00:00,The company is recalling the whistle after reports that two children coughed out pieces of the toy that they had sucked into their mouths....,https://www.nytimes.com/2014/11/11/business/mcdonalds-issues-recall-for-hello-kitty-whistles.html
"Christmas Cokes, Ronald McDonald on Foot and 18 More Questions",2014-12-01T00:00,"Twenty questions about advertising, the media and popular culture....",https://www.nytimes.com/2014/12/01/business/media/christmas-cokes-ronald-mcdonald-on-foot-and-18-more-questions.html
McDonald’s Will Expand ‘Build Your Burger’ Test,2014-12-09T00:00,"As sales continue to slide in the U.S., McDonald’s plans to expand a test that lets customers build their burgers by tapping a touch screen....",https://www.nytimes.com/2014/12/09/business/mcdonalds-will-expand-build-your-burger-test.html
McDonald’s to Reduce Number of Menu Items,2014-12-11T00:00,The company is also planning to review its cooking methods and maybe even get rid of some ingredients to change perceptions that it serves junk food....,https://www.nytimes.com/2014/12/11/business/mcdonalds-to-reduce-number-of-menu-items.html
McDonald’s in Japan Is Driven to Ration Fries,2014-12-19T11:30,A dockworker dispute at American ports has led to a shortage of processed potatoes....,https://www.nytimes.com/2014/12/19/business/international/mcdonalds-in-japan-rations-french-fries.html
McDonald&#8217;s Is Charged With Punishing Workers ,2014-12-20T00:00,The National Labor Relations Board’s general counsel brought 78 charges against the fast-food company accusing it of retaliating against workers who protested for higher pay....,https://www.nytimes.com/2014/12/20/business/mcdonalds-is-charged-with-punishing-workers.html
McDonald’s in Japan Resolves Fry Shortage,2014-12-27T00:00,The company said it would resume serving all portion sizes of fries on Jan. 5 after resolving an inventory crunch stemming from labor disruptions on the West Coast of the United States....,https://www.nytimes.com/2014/12/27/business/mcdonalds-in-japan-resolves-fry-shortage.html
No French Fries to Be Found at McDonald’s in Venezuela,2015-01-07T00:00,"More than 100 franchises had run out of potatoes and are instead serving deep-fried arepa, a flatbread, or yuca, a starchy South American staple....",https://www.nytimes.com/2015/01/07/business/international/no-french-fries-to-be-found-at-mcdonalds-in-venezuela.html
McDonald’s Japan Apologizes for Objects Found in Food,2015-01-08T00:00,"The fast-food chain&#8217;s action came after customers found objects including plastic, vinyl and a human tooth in food items....",https://www.nytimes.com/2015/01/08/business/mcdonalds-japan-apologizes-for-objects-found-in-food.html
"Workers Sue McDonald’s, Claiming Race Bias",2015-01-23T00:00,The workers said in a federal complaint that about 15 African-American employees of some southern Virginia restaurants were fired last May after several white employees were hired....,https://www.nytimes.com/2015/01/23/business/workers-sue-mcdonalds-claiming-race-bias.html
McDonald&#8217;s Tests Custom Burgers and Other New Concepts as Sales Drop ,2015-01-24T00:00,Revenue in the fourth quarter was down 7 percent as rivals chipped away at the company&#8217;s performance....,https://www.nytimes.com/2015/01/24/business/mcdonalds-earnings-q4-2014.html
"As Sales Dip, McDonald’s Is Replacing Don Thompson as Chief",2015-01-29T00:00,"Steve Easterbrook, chief branding officer, will take over from Don Thompson after one of the chain&#8217;s worst financial performances in years....",https://www.nytimes.com/2015/01/29/business/mcdonalds-replaces-chief-executive-as-its-sales-falter.html
"A Visit to McDonald’s, Celebrity Chef in Tow",2015-02-06T00:00,"As fast-casual chains soar in popularity, the iconic burger chain is under pressure. A well-known food expert and a designer have some ideas for improvement....",https://www.nytimes.com/2015/02/06/business/geoffrey-zakarian-offers-some-tips-to-mcdonalds.html
McDonald’s Sales Slow in Asia as Consumer Perceptions Sour,2015-02-10T00:00,"The company said its performance in Asia was hurt by customer perception issues in Japan, where a human tooth was found in its food....",https://www.nytimes.com/2015/02/10/business/international/mcdonalds-sales-slow-in-asia-as-consumer-perceptions-sour.html
McDonald&#8217;s Moving to Limit Antibiotic Use in Chickens ,2015-03-05T00:00,The chain said that within two years its domestic restaurants would no longer use birds treated with antibiotics &#8220;important to human medicine.&#8221;...,https://www.nytimes.com/2015/03/05/business/mcdonalds-moving-to-antibiotic-free-chicken.html
McDonald&#8217;s Seeks Its Fast-Food Soul,2015-03-08T00:00,"A new chief executive took over last week, inheriting a weakened company that is under pressure to be both cheap and high-quality....",https://www.nytimes.com/2015/03/08/business/mcdonalds-seeks-its-fast-food-soul.html
Changing Tastes Blamed for Slide at McDonald&#8217;s ,2015-03-10T00:00,"The fast-food giant reported a startling 4 percent drop in February sales in the United States, and a 1.7 percent decrease globally....",https://www.nytimes.com/2015/03/10/business/sharp-fall-in-mcdonalds-sales-blamed-on-competition-and-changing-tastes.html
Labor Organizers Disclose Complaints at McDonald’s,2015-03-17T00:00,"McDonald’s workers in 19 cities have filed complaints over burns from popping grease, a lack of protective equipment and other workplace hazards, according to labor organizers....",https://www.nytimes.com/2015/03/17/business/labor-organizers-disclose-complaints-at-mcdonalds.html
"In Breakfast Fight, Taco Bell Presents the ‘Biscuit Taco’",2015-03-25T00:00,"Taco Bell is introducing a “biscuit taco” this week and dropping “waffle taco” from its breakfast menu in a continuing assault on the dominant player in the mornings, McDonald’s....",https://www.nytimes.com/2015/03/25/business/in-breakfast-fight-taco-bell-presents-the-biscuit-taco.html
McDonald’s Will Try Out an All-Day Breakfast Menu,2015-03-31T00:00,The company said that the test was in response to long-running customer demand....,https://www.nytimes.com/2015/03/31/business/mcdonalds-will-try-out-an-all-day-breakfast-menu.html
Movement to Increase McDonald’s Minimum Wage Broadens Its Tactics,2015-03-31T00:00,Unions in the United States and elsewhere are increasing pressure on the fast-food giant by protesting its corporate practices to government bodies as well as planning strikes....,https://www.nytimes.com/2015/03/31/business/movement-to-increase-mcdonalds-minimum-wage-broadens-its-tactics.html
McDonald’s to Raise Pay at Outlets It Operates,2015-04-02T00:00,"A day after nationwide protests, the company said it was raising wages at least $1 over the local minimum wage at the restaurants it operates. Franchise outlets may feel new pressure....",https://www.nytimes.com/2015/04/02/business/mcdonalds-raising-pay-for-employees.html
McDonald’s Earnings Stumble on Sluggish Sales,2015-04-23T00:00,"Efforts to combat surging rivals like Chipotle have not been as successful as the chain hoped, and quarterly earnings per share slumped 31 percent....",https://www.nytimes.com/2015/04/23/business/mcdonalds-q1-earnings.html
McDonald’s Chief Promises Turnaround in a Restructuring,2015-05-05T00:00,"Steve Easterbrook, the new chief executive of the fast-food company, spoke of an “urgent need to reset this business” in a video message on Monday....",https://www.nytimes.com/2015/05/05/business/mcdonalds-chief-promises-turnaround-in-a-restructuring.html
"While It’s Not on the Burger, McDonald’s Adds Kale",2015-05-07T00:00,"McDonald’s, which this year bragged in advertisements that it would never serve kale on a hamburger, said on Wednesday it would add kale to breakfast bowls as part of a trial at nine Southern California restaurants....",https://www.nytimes.com/2015/05/07/business/while-its-not-on-the-burger-mcdonalds-adds-kale.html
McDonald’s Location Shuttered After Wage Protesters Descend,2015-05-21T00:00,"McDonald’s shut a restaurant near its headquarters in Oak Brook, Ill., after the area was swamped by protesters calling for higher wages....",https://www.nytimes.com/2015/05/21/business/mcdonalds-location-shuttered-after-wage-protesters-descend.html
Opposing Voices Inside and Outside McDonald’s Meeting,2015-05-22T00:00,"As fast-food workers and their supporters rallied for higher pay outside, McDonald’s shareholders gathered on Thursday at its headquarters in Oak Brook, Ill....",https://www.nytimes.com/2015/05/22/business/opposing-voices-inside-and-outside-mcdonalds-meeting.html
McDonald’s Will Change How Its Burgers Are Cooked,2015-05-28T00:00,McDonald’s said it would toast its hamburger buns longer and change the way it grills its beef....,https://www.nytimes.com/2015/05/28/business/mcdonalds-will-change-how-its-burgers-are-cooked.html
Falloff for McDonald’s in U.S. Is Offset by Better Sales Abroad,2015-06-09T00:00,"McDonald’s, the world’s biggest restaurant chain by revenue, posted a smaller-than-expected drop in worldwide sales at established restaurants in May....",https://www.nytimes.com/2015/06/09/business/falloff-for-mcdonalds-in-us-is-offset-by-better-sales-abroad.html
"McDonald’s Hires Robert Gibbs, Ex-Press Secretary for Obama",2015-06-10T00:00,"Mr. Gibbs, who left the White House in 2011, will join McDonald’s as global chief communications officer....",https://www.nytimes.com/2015/06/10/business/mcdonalds-hires-robert-gibbs-ex-press-secretary-for-obama.html
McDonald’s to Cut U.S. Stores for First Time in Decades,2015-06-19T00:00,The company said it planned to close more restaurants in the United States than it opens this year. That hasn’t happened since at least 1970....,https://www.nytimes.com/2015/06/19/business/mcdonalds-to-cut-us-stores-for-first-time-in-decades.html
McDonald’s Denies That Happy Meal Toy Curses,2015-07-11T00:00,"In videos posted online, some customers said they heard a curse when, by tapping one of the tiny plastic toys against a hard surface, they activated its voice....",https://www.nytimes.com/2015/07/11/business/mcdonalds-denies-that-happy-meal-toy-curses.html
"McDonald’s Sales Dropped in 2nd Quarter, Cutting Profit",2015-07-24T00:00,"The burger chain reported a 13 percent drop in earnings, to $1.2 billion, as customers reacted coolly to its turnaround attempts....",https://www.nytimes.com/2015/07/24/business/mcdonalds-sales-dropped-in-2nd-quarter-cutting-profit.html
McDonald’s Cuts Jobs in Corporate Operations,2015-08-07T00:00,McDonald’s is cutting about 225 corporate jobs as part of a push intended to revitalize its flagging business....,https://www.nytimes.com/2015/08/07/business/mcdonalds-cuts-jobs-in-corporate-operations.html
Burger King to McDonald’s: Let’s Make a ‘McWhopper’,2015-08-26T00:00,Burger King is proposing a one-day truce with McDonald’s to sell a meal blending their burgers. Proceeds would go to raise awareness of the International Day of Peace....,https://www.nytimes.com/2015/08/26/business/media/burger-king-to-mcdonalds-lets-make-a-mcwhopper.html
McDonald’s All-Day Breakfast Set to Start on Oct. 6,2015-09-02T00:00,"McDonald’s franchisees have voted to begin offering all-day breakfast on Oct. 6, a widely expected move that the company and investors hope will help reverse slumping sales and traffic....",https://www.nytimes.com/2015/09/02/business/mcdonalds-all-day-breakfast-set-to-start-on-oct-6.html
McDonald’s Plans a Shift to Eggs From Only Cage-Free Hens,2015-09-10T00:00,The fast-food giant will eventually stop buying eggs laid by hens housed in cages the size of a file drawer....,https://www.nytimes.com/2015/09/10/business/mcdonalds-to-use-eggs-from-only-cage-free-hens.html
McDonald’s Leads Effort to Promote Migrant Aid,2015-09-21T00:00,The fast-food giant asked companies such as Facebook and MasterCard to provide media access to help the World Food Program respond to a growing crisis....,https://www.nytimes.com/2015/09/21/business/media/mcdonalds-leads-corporate-effort-to-publicize-migrants-plight.html
McDonald’s to Serve an Organic Burger in Germany,2015-09-26T00:00,McDonald’s will offer its first 100 percent organic beef hamburger ever for a limited time in Germany as the company revamps its food-sourcing practices....,https://www.nytimes.com/2015/09/26/business/mcdonalds-to-serve-an-organic-burger-in-germany.html
Wall St. Rises After Strong Earnings Reports,2015-10-23T00:00,Shares of eBay and McDonald’s were higher after their quarterly reports beat analysts’ expectations....,https://www.nytimes.com/2015/10/23/business/daily-stock-market-activity.html
"After a 2-Year Funk, McDonald’s Posts a Sales Gain, and Investors Applaud",2015-10-23T00:00,"Sales at stores open a year rose 4 percent in the third quarter, and even its troubled stores in the United States showed growth....",https://www.nytimes.com/2015/10/23/business/mcdonalds-posts-gains-in-same-store-sales.html
McDonald&#8217;s Says It&#8217;s Acting to End Slump ,2015-11-11T00:00,"At meeting on Tuesday, McDonald&#8217;s executives said they expected to increase sales at stores open at least a year in the current quarter....",https://www.nytimes.com/2015/11/11/business/mcdonalds-says-its-acting-to-end-slump.html
"McDonald’s C.E.O. on All Day Breakfast, Hourly Wages and Wall Street",2015-11-13T00:00,"Eight months after becoming chief executive of the fast-food chain, Steve Easterbrook takes stock of its progress toward a turnaround....",https://www.nytimes.com/2015/11/13/business/a-conversation-with-steve-easterbrook-of-mcdonalds.html
McDonald’s Exchanging $1 Menu for 2 for $2,2015-11-17T00:00,McDonald’s is replacing its discount “Dollar Menu & More” with a feature called “McPick 2.”...,https://www.nytimes.com/2015/11/17/business/mcdonalds-exchanging-1-menu-for-2-for-2.html
E.U. Investigates McDonald’s Tax Deal With Luxembourg,2015-12-04T00:00,"The move is the latest sign that Margrethe Vestager, the bloc’s competition commissioner, is determined to widen a crackdown on corporate tax avoidance....",https://www.nytimes.com/2015/12/04/business/eu-opens-inquiry-into-possible-mcdonalds-tax-breaks-in-luxembourg.html
"God May Forgive Ads That Offend, but Customers Probably Won’t",2015-12-14T00:00,"McDonald’s, Ram Trucks, Red Bull and Mophie have all included God in TV commercials, whether to elicit sentimental feelings or for humor. But invoking religion in ads is risky....",https://www.nytimes.com/2015/12/14/business/media/god-may-forgive-ads-that-offend-but-customers-probably-wont.html
"From Coal to McDonald’s, Catching Up on the Year’s Stories",2015-12-25T00:00,"Coal companies are facing insolvency, but McDonald’s is working hard to improve its image — and its food....",https://www.nytimes.com/2015/12/25/business/from-coal-to-mcdonalds-catching-up-on-the-years-stories.html
"Market Slumps, Along With Oil, After Friday’s Gains",2016-01-26T00:00,McDonald’s bucked the downward trend after the company reported a sharp rise in sales....,https://www.nytimes.com/2016/01/26/business/daily-stock-market-activity.html
"McDonald’s Reports Strong Earnings, Helped by All-Day Breakfast",2016-01-26T00:00,The fast-food chain also benefited from mild weather in the fourth quarter....,https://www.nytimes.com/2016/01/26/business/mcdonalds-4q-earnings-report.html
Jail Terms and Fines for Supplier to McDonald&#8217;s and Yum Brands in China ,2016-02-02T00:00,"A Chinese court sentenced 10 employees of the OSI Group, which supplies McDonald&#8217;s and Yum Brands in China, to prison and fined the company over claims that it reused returned food products to avoid losses....",https://www.nytimes.com/2016/02/02/business/international/jail-terms-and-fines-for-supplier-to-mcdonalds-and-yum-brands-in-china.html
Brazil Opens Investigation Into McDonald&#8217;s ,2016-03-04T00:00,"The company and its master franchise owner in Latin America are under scrutiny for possible violations of labor, tax and franchise laws....",https://www.nytimes.com/2016/03/04/business/international/brazil-opens-investigation-into-mcdonalds.html
McDonald’s Plans to Add New Restaurants in Asia,2016-04-01T00:00,"McDonald’s said it planned to add more than 1,000 restaurants in China over the next five years....",https://www.nytimes.com/2016/04/01/business/mcdonalds-plans-to-add-new-restaurants-in-asia.html
"‘The Founder,’ Like Ray Kroc, Feasts on McDonald’s Imagery",2016-05-20T00:00,"The movie uses McDonald’s well-guarded iconography for a bold visual tour of the chain’s early days, but treads lightly in its promotional material....",https://www.nytimes.com/2016/05/20/business/media/the-founder-like-ray-kroc-feasts-on-mcdonalds-imagery.html
"Russia Seeks Changes for Growth, and Greek Debt Talks Linger",2016-05-23T00:00,"Also, activist shareholders at Exxon Mobil and Chevron are expected to make climate change an issue at annual meetings, while workers plan to protest at the McDonald’s shareholder meeting....",https://www.nytimes.com/2016/05/23/business/russia-seeks-changes-for-growth-and-greek-debt-talks-linger.html
French Tax Officials Turn Hungry Eye to McDonald’s,2016-05-26T19:49,"France, seeking to crack down on tax avoidance by American multinational corporations, raided McDonald’s offices last week, the company confirmed....",https://www.nytimes.com/2016/05/27/business/french-tax-officials-turn-hungry-eye-to-mcdonalds.html
"Pokémon Go, With a Corporate Tie-in, Debuts in Japan",2016-07-22T10:55,"The game’s availability, after millions of downloads elsewhere, was a national event. McDonald’s is being featured as a special game location....",https://www.nytimes.com/2016/07/23/business/international/pokemon-go-japan-mcdonalds.html
Wall St. Wavers as Investors Assess Earnings,2016-07-27T00:00,McDonald’s shares fell after its earnings report showed that its sales rose less than expected....,https://www.nytimes.com/2016/07/27/business/daily-stock-market-activity.html
Why Corporate America Is Leaving the Suburbs for the City,2016-08-02T00:00,"Companies including McDonald’s and General Electric are moving headquarters to cities like Boston and Chicago, partly as a lure to younger employees....",https://www.nytimes.com/2016/08/02/business/economy/why-corporate-america-is-leaving-the-suburbs-for-the-city.html
"McDonald’s Tweaks Its Recipes: Now, Real Butter in the McMuffin",2016-08-02T00:00,"Taking steps to join the real-food movement, McDonald’s will have buns without high-fructose corn syrup and McNuggets without artificial preservatives....",https://www.nytimes.com/2016/08/02/business/mcdonalds-tweaks-its-recipes-now-real-butter-in-the-mcmuffin.html
McDonald’s Introduces Screen Ordering and Table Service,2016-11-18T00:53,The revamped system aims to address longer wait times by seating customers rather than having them wait at a counter....,https://www.nytimes.com/2016/11/18/business/mcdonalds-introduces-screen-ordering-and-table-service.html
"Michael James Delligatti, Creator of the Big Mac, Dies at 98",2016-12-01T01:41,"He modeled the first McDonald’s double-decker on burgers at a Big Boy and introduced it in 1967 in Uniontown, Pa. A year later, it was on the menu nationwide....",https://www.nytimes.com/2016/11/30/business/michael-james-delligatti-creator-of-the-big-mac-dies-at-98.html
"Morning Agenda: VW Arrest, Jared Kushner’s Chinese Deal, McDonald’s China Sale",2017-01-09T10:40,"The criminal investigation into Volkswagen has escalated, with the F.B.I. charging a company executive with conspiracy to defraud the United States....",https://www.nytimes.com/2017/01/09/business/dealbook/volkswagen-emissions-kushner-china-mcdonalds.html
McDonald’s China Operations to Be Sold to Locally Led Consortium,2017-01-09T07:21,McDonald’s said it would sell its businesses in mainland China and Hong Kong to Citic and the Carlyle Group for $2.08 billion....,https://www.nytimes.com/2017/01/09/business/dealbook/mcdonalds-china-citic-carlyle.html
McDonald’s Says Twitter Account Compromised After Anti-Trump Post,2017-03-16T16:14,"The message did not last long before it was deleted, but it was shared many hundreds of times and set off a furious round of comment....",https://www.nytimes.com/2017/03/16/business/mcdonalds-says-twitter-account-compromised-after-anti-trump-post.html
"To Woo Young Moviegoers, AMC Thinks More Like McDonald’s",2017-04-09T22:25,Salted pretzels the size of steering wheels. Chicken sandwiches with waffles for buns. Salami bites. All will soon be available at AMC Theaters....,https://www.nytimes.com/2017/04/09/business/media/amc-movie-theater-menu.html
Book Pins Corporate Greed on a Lust Bred at Harvard,2017-04-11T01:07,"“The Golden Passport,” by the veteran journalist Duff McDonald, argues that Harvard Business School is a leading reason there’s so much disdain for corporate America....",https://www.nytimes.com/2017/04/10/business/dealbook/11-andrew-sorkin-harvard-business-school.html
"Al Golin, PR Man Whose Vision Helped Make McDonald’s a Success, Dies at 87",2017-04-15T02:31,Mr. Golin was a young press agent when he made a cold call to Ray Kroc in 1957 that began a 60-year relationship and helped turn the fast-food restaurant with the golden arches into a household word....,https://www.nytimes.com/2017/04/14/business/al-golin-dead-public-relations-pioneer.html
A McDonald’s Ad That Never Mentions the Name McDonald’s,2017-04-18T00:30,The unbranded commercials challenge customers to Google for “that place where Coke tastes so good.”...,https://www.nytimes.com/2017/04/17/business/media/mcdonalds-ads-mindy-kaling.html
