20140109†5:34AM UTC,"Apple, Samsung CEOs agree to mediation in U.S. patent fight",http://www.reuters.com/article/2014/01/09/us-apple-samsung-idUSBREA0802P20140109,,,
20140110†1:08PM UTC,"Apple did not violate Google patent, says U.S. appeals court",http://www.reuters.com/article/2014/01/10/us-apple-google-patent-idUSBREA090SZ20140110,,,
20140110†1:06PM UTC,"UPDATE 2-Apple did not violate Google patent, says U.S. appeals court",http://www.reuters.com/article/2014/01/10/apple-google-patent-idUSL2N0KK1EF20140110,,,
20140110†11:20AM UTC,"Apple did not violate Google patent, says U.S. appeals court",http://www.reuters.com/article/2014/01/10/apple-google-patent-idUSL2N0KK1D920140110,,,
20140110†9:30AM UTC,"The Zacks Analyst Blog Highlights:Zillow, Apple, Keyw Holdings, Smart Technologies and Amazon",http://www.reuters.com/article/2014/01/10/il-zacks-investments-idUSnPnCGjlvkT+161+PRN20140110,,,
20140110†9:30AM UTC,"The Zacks Analyst Blog Highlights: Google, General Motors, Honda, NVIDIA and Apple",http://www.reuters.com/article/2014/01/10/il-zacks-investment-idUSnPnCGjlskT+161+PRN20140110,,,
20140110†8:00AM UTC,"Technical Trend Tracker: Apple, Herbalife, Owens-Illinois, and Avery Dennison",http://www.reuters.com/article/2014/01/10/bc-aaa-research-reports-idUSnPn7Smdhn+90+PRN20140110,,,
20140113†7:11PM UTC,Apple loses court bid to block e-book antitrust monitor,http://www.reuters.com/article/2014/01/14/us-apple-antitrust-idUSBREA0C1HY20140114,,,
20140113†7:10PM UTC,UPDATE 2-Apple loses court bid to block e-book antitrust monitor,http://www.reuters.com/article/2014/01/14/apple-antitrust-idUSL2N0KN22P20140114,,,
20140113†5:33PM UTC,Apple loses bid to block antitrust monitorship,http://www.reuters.com/article/2014/01/13/us-apple-antitrust-idUSBREA0C1HY20140113,,,
20140113†5:08PM UTC,UPDATE 1-Apple loses bid to block antitrust monitorship,http://www.reuters.com/article/2014/01/13/apple-antitrust-idUSL2N0KN22P20140113,,,
20140113†4:23PM UTC,Apple loses bid to block antitrust monitorship,http://www.reuters.com/article/2014/01/13/apple-antitrust-idUSL2N0KN20U20140113,,,
20140113†4:10PM UTC,BRIEF-U.S. judge rejects Apple bid to halt e-books monitor,http://www.reuters.com/article/2014/01/13/apple-brief-idUSWEN00C2F20140113,,,
20140113†1:00PM UTC,Transforming Beauty Through Technology: Minnesota School Of Cosmetology Introduces Apple iPad Into Learning Curriculum,http://www.reuters.com/article/2014/01/13/mn-mnschoolcosmetolog-idUSnPnCGjKFt0+16c+PRN20140113,,,
20140113†8:30AM UTC,Invitae Announces the Availability of Its Family History Tool ‚Äì the First Free Family History Collection App ‚Äì on Apple‚Äôs App Store,http://www.reuters.com/article/2014/01/13/ca-invitae-idUSnBw135687a+100+BSW20140113,,,
20140113†8:00AM UTC,Former Apple Retail Executive Joins Prism Skylabs,http://www.reuters.com/article/2014/01/13/ca-prism-skylabs-idUSnBw135375a+100+BSW20140113,,,
20140114†10:05AM UTC,VirnetX Accuses Apple's Redesigned VPN On Demand and Per App VPN of Infringement,http://www.reuters.com/article/2014/01/14/nv-virnetx-apple-suit-idUSnPnLAjXPmk+16c+PRN20140114,,,
20140114†9:30AM UTC,Rembrandt Patent Innovations Files Patent Infringement Lawsuit Against Apple Inc.,http://www.reuters.com/article/2014/01/14/pa-rembrandt-ip-mgmt-idUSnBw145405a+100+BSW20140114,,,
20140115†7:30PM UTC,Apple to refund at least $32.5 million in disputed kids' app purchases,http://www.reuters.com/article/2014/01/16/us-usa-apple-ftc-idUSBREA0E17820140116,,,
20140115†5:46PM UTC,Apple to refund at least $32.5 million in disputed kids' app purchases,http://www.reuters.com/article/2014/01/15/us-usa-apple-ftc-idUSBREA0E17820140115,,,
20140115†3:53PM UTC,Applebee's Promotes Healthier Lifestyle With Launch Of New Menus,http://www.reuters.com/article/2014/01/15/mi-teamschostakfamily-idUSnPnDEktCyS+165+PRN20140115,,,
20140115†2:32PM UTC,UPDATE 3-Apple to refund at least $32.5 million in disputed kids' app purchases,http://www.reuters.com/article/2014/01/15/usa-apple-ftc-idUSL2N0KP19920140115,,,
20140115†1:20PM UTC,Brandwatch Scoops Up Key Talent in Apple-Topsy Aftermath,http://www.reuters.com/article/2014/01/15/ca-brandwatch-elects-idUSnPnNYkpJtn+164+PRN20140115,,,
20140115†12:30PM UTC,Apple's Cook decided to settle rather than risk legal fight -memo,http://www.reuters.com/article/2014/01/15/usa-apple-ftc-idUSL2N0KP18N20140115,,,
20140115†12:00PM UTC,Apple Inc. Will Provide Full Consumer Refunds of At Least $32.5 Million to Settle FTC Complaint It Charged for Kids' In-App Purchases Without Parental Consent,http://www.reuters.com/article/2014/01/15/ftc-apple-refunds-idUSnPnDCklvr4+160+PRN20140115,,,
20140115†3:00AM UTC,RoyalCactus‚Ñ¢ Now Hits the Apple AppStore with Jelly Glutton,http://www.reuters.com/article/2014/01/15/bc-royalcactus-idUSnPn88gM5M+85+PRN20140115,,,
20140115†6:47PM UTC,Kid clicks cost  Apple,http://www.reuters.com/news/video/videoStory?storyID=76599461,,,
20140115†4:34PM UTC,Apple was fully aware of in-app kid purchase probs -Kingston,http://www.reuters.com/news/video/videoStory?storyID=76589759,,,
20140116†10:57PM UTC,UPDATE 1-Apple China Mobile launch could spark costly subsidy war,http://www.reuters.com/article/2014/01/17/apple-chinamobile-idUSL3N0KR16Q20140117,,,
20140116†5:24PM UTC,Apple China Mobile launch could spark costly subsidy war,http://www.reuters.com/article/2014/01/16/us-apple-chinamobile-idUSBREA0F1ON20140116,,,
20140116†4:00PM UTC,Apple China Mobile launch could spark costly subsidy war,http://www.reuters.com/article/2014/01/16/apple-chinamobile-idUSL3N0KQ30F20140116,,,
20140116†1:13PM UTC,Apple's objections show why e-book monitor is needed: judge,http://www.reuters.com/article/2014/01/16/us-apple-antitrust-idUSBREA0F1FD20140116,,,
20140116†1:10PM UTC,Apple's objections show why e-book monitor is needed - judge,http://www.reuters.com/article/2014/01/16/apple-antitrust-idUSL2N0KQ19620140116,,,
20140116†9:30AM UTC,"The Zacks Analyst Blog Highlights:Intel, Hewlett Packard, IBM, Apple and Meritage Homes",http://www.reuters.com/article/2014/01/16/zacks-equity-research-idUSnPnCGkCLkT+16d+PRN20140116,,,
20140116†9:30AM UTC,"LiveDeal Inc., to Release Apple iOS and Android Apps to Keep Pace With Its Growing Mobile User Base",http://www.reuters.com/article/2014/01/16/idUSnMKWPKWtfa+1f8+MKW20140116,,,
20140116†5:00AM UTC,"As American as Mom, Apple Pie and Football?",http://www.reuters.com/article/2014/01/16/ny-harris-interactive-idUSnPnNYkmM9C+165+PRN20140116,,,
20140117†9:00AM UTC,Washington State House Transportation Committee Holds Special Work Session on How the Cold Train and the Port of Quincy Intermodal Terminal Benefit the Washington Apple Industry,http://www.reuters.com/article/2014/01/17/wa-port-of-quincy-idUSnPnPHkSJkj+16c+PRN20140117,,,
20140117†9:00AM UTC,Mac30th Celebration - Presented by All Planet to Gather the Who‚Äôs Who Behind the Apple Macintosh Computer at Gala Evening on January 25,http://www.reuters.com/article/2014/01/17/ca-all-planet-idUSnBw175127a+100+BSW20140117,,,
20140117†6:00AM UTC,NII Holdings Announces Agreement with Apple to Bring iPhone to its Nextel Brazil Operations,http://www.reuters.com/article/2014/01/17/nii-nextel-brazil-idUSnPnFLkNHcx+16c+PRN20140117,,,
20140117†5:58AM UTC,Apple China Mobile launch could spark costly subsidy war,http://www.reuters.com/article/2014/01/17/us-apple-chinamobile-idUSBREA0F1ON20140117,,,
20140117†1:16AM UTC,China Mobile deal no cure-all for Apple's China woes,http://www.reuters.com/news/video/videoStory?storyID=76708022,,,
20140120†3:47PM UTC,"Research and Markets: Global Mobile Wallet Report: Threat of the Big 5 - Apple, Google, Amazon, Facebook, And Paypal-Ebay",http://www.reuters.com/article/2014/01/20/research-and-markets-idUSnBw205813a+100+BSW20140120,,,
20140120†8:00AM UTC,h.h. gregg Announces Online Ordering for Apple Products with up to $60 off iPad Air,http://www.reuters.com/article/2014/01/20/in-hh-gregg-idUSnBw205370a+100+BSW20140120,,,
20140121†12:19PM UTC,Apple gets reprieve from e-book monitor's oversight,http://www.reuters.com/article/2014/01/21/us-apple-ebooks-idUSBREA0K12U20140121,,,
20140121†12:17PM UTC,UPDATE 1-Apple gets reprieve from e-book monitor's oversight,http://www.reuters.com/article/2014/01/21/apple-ebooks-idUSL2N0KV0VR20140121,,,
20140121†10:55AM UTC,Apple gets temporary reprieve from e-books monitor,http://www.reuters.com/article/2014/01/21/apple-ebooks-idUSL2N0KV0UH20140121,,,
20140121†10:29AM UTC,BRIEF-U.S. appeals court grants Apple request for temporary stay of e-books compliance monitor -- court order,http://www.reuters.com/article/2014/01/21/apple-brief-idUSWEN00C6V20140121,,,
20140121†9:30AM UTC,"The Zacks Analyst Blog Highlights:eBay, Amazon.com, Apple, Nike and Gap",http://www.reuters.com/article/2014/01/21/il-zacks-investments-idUSnPnCGlmRkT+165+PRN20140121,,,
20140121†9:30AM UTC,"The Zacks Analyst Blog Highlights: Intel, Yahoo, Google, Facebook and Apple",http://www.reuters.com/article/2014/01/21/zacks-analyst-blog-idUSnPnCGlmLkT+165+PRN20140121,,,
20140121†8:30AM UTC,Apple Expands Worldwide Access to Educational Content,http://www.reuters.com/article/2014/01/21/ca-apple-idUSnBw215946a+100+BSW20140121,,,
20140121†12:05AM UTC,Look out Apple and Google - the Chinese are coming,http://www.reuters.com/news/video/videoStory?storyID=76932218,,,
20140122†5:01PM UTC,"Icahn blasts Apple again, boosts position to $3 billion",http://www.reuters.com/article/2014/01/22/us-apple-icahn-idUSBREA0L1ED20140122,,,
20140122†1:33PM UTC,"UPDATE 3-Icahn blasts Apple again, boosts position to $3 bln",http://www.reuters.com/article/2014/01/22/apple-icahn-idUSL2N0KW0XB20140122,,,
20140122†10:54AM UTC,BRIEF-Apple up 1.2 percent after tweets from Carl Icahn,http://www.reuters.com/article/2014/01/22/apple-brief-idUSWEN00C7P20140122,,,
20140122†9:30AM UTC,"The Zacks Analyst Blog Highlights:IBM, Intel, Google, Apple and Microsoft",http://www.reuters.com/article/2014/01/22/il-zacks-investments-idUSnPnCGlJtkT+169+PRN20140122,,,
20140123†7:07PM UTC,Mac30th Celebration - Presented by All Planet to Gather the Who‚Äôs Who Behind the Apple Macintosh Computer at Gala on January 25,http://www.reuters.com/article/2014/01/24/ca-all-planet-idUSnBw236473a+100+BSW20140124,,,
20140123†6:10PM UTC,Icahn takes another $500 million bite out of Apple,http://www.reuters.com/article/2014/01/23/us-apple-icahn-idUSBREA0L1ED20140123,,,
20140123†5:03PM UTC,UPDATE 3-Icahn takes another $500 million bite out of Apple,http://www.reuters.com/article/2014/01/23/apple-icahn-idUSL2N0KX22D20140123,,,
20140123†3:59PM UTC,Carl C. Icahn Issues Open Letter To Apple Shareholders,http://www.reuters.com/article/2014/01/23/ny-carl-icahn-apple-idUSnPnNYmblyZ+161+PRN20140123,,,
20140123†3:48PM UTC,Alaska Airlines Launches 'Russell Wilson 12th Fan Airlift' Sweepstakes to the Big Apple,http://www.reuters.com/article/2014/01/23/alaska-air-wilson-idUSnPnSFm9QyM+165+PRN20140123,,,
20140123†3:21PM UTC,Icahn buys another $500 million of Apple shares,http://www.reuters.com/article/2014/01/23/apple-icahn-idUSL2N0KX21A20140123,,,
20140123†11:18AM UTC,The cost of being an Apple fan can add up,http://www.reuters.com/article/2014/01/23/us-apple-anniversary-spending-idUSBREA0M1AS20140123,,,
20140123†11:14AM UTC,YOUR MONEY-The cost of being an Apple fan can add up,http://www.reuters.com/article/2014/01/23/apple-anniversary-spending-idUSL2N0KW17920140123,,,
20140123†9:30AM UTC,"The Zacks Analyst Blog Highlights:Netflix, Apple, Mondelez International, PepsiCo and Coca-Cola",http://www.reuters.com/article/2014/01/23/il-zacks-investments-idUSnPnCGm1YkT+165+PRN20140123,,,
20140123†3:00AM UTC,Petrotechnics Announces Hazardous Industry First with Apple iOS Mobile Support for the Proscient Operational Performance & Predictive Risk Platform,http://www.reuters.com/article/2014/01/23/bc-petrotechnics-new-app-idUSnPn8K9N5M+95+PRN20140123,,,
20140124†6:37PM UTC,"Apple set to report record holiday, but China doubts stay",http://www.reuters.com/article/2014/01/24/us-apple-results-idUSBREA0N1OV20140124,,,
20140124†6:36PM UTC,"UPDATE 1-Apple set to report record holiday, but China doubts stay",http://www.reuters.com/article/2014/01/24/apple-results-idUSL2N0KY21020140124,,,
20140124†6:20PM UTC,U.S. urges court to let Apple antitrust monitor get back to work,http://www.reuters.com/article/2014/01/24/us-apple-ebooks-idUSBREA0N1TG20140124,,,
20140124†6:12PM UTC,U.S. urges court to let Apple antitrust monitor get back to work,http://www.reuters.com/article/2014/01/24/apple-ebooks-idUSL2N0KY1AO20140124,,,
20140124†9:30AM UTC,"The Zacks Analyst Blog Highlights:Apple, China Mobile, Amazon, Melco Crown Entertainment and Western Digital",http://www.reuters.com/article/2014/01/24/il-zacks-investments-idUSnPnCGmhfkT+161+PRN20140124,,,
20140125†6:01AM UTC,Mac30th Celebration - Presented by All Planet to Gather the Who‚Äôs Who Behind the Apple Macintosh Computer at Gala on January 25,http://www.reuters.com/article/2014/01/25/ca-all-planet-idUSnBw255006a+100+BSW20140125,,,
20140126†10:00PM UTC,"RPT-UPDATE 1-Apple set to report record holiday, but China doubts stay",http://www.reuters.com/article/2014/01/27/apple-results-idUSL2N0KY22Z20140127,,,
20140126†3:00PM UTC,Apple‚Äôs stubbornness on full show before earnings,http://www.reuters.com/article/2014/01/26/idUS331303204120140126,,,
20140127†9:24PM UTC,Nikkei edges up from 2-month low but Apple suppliers sag,http://www.reuters.com/article/2014/01/28/markets-japan-stocks-idUSL3N0L20ZY20140128,,,
20140127†8:25PM UTC,"REFILE-UPDATE 4-Apple's iPhone sales, revenue forecast fall short; shares slide",http://www.reuters.com/article/2014/01/28/apple-results-idUSL2N0L11SK20140128,,,
20140127†8:22PM UTC,Shares in Apple's Japan suppliers stumble over iPhone sales,http://www.reuters.com/article/2014/01/28/us-apple-japan-idUSBREA0R02W20140128,,,
20140127†7:37PM UTC,LG Display tumbles nearly 5 percent after Apple's weak guidance,http://www.reuters.com/article/2014/01/28/us-lgdisplay-shares-idUSBREA0R01K20140128,,,
20140127†7:15PM UTC,"Samsung sets new smartphone sales record in Q4, widens lead over Apple-report",http://www.reuters.com/article/2014/01/28/samsung-sales-idUSL3N0L15E220140128,,,
20140127†6:48PM UTC,"Apple's iPhone sales and outlook lag targets, shares slide",http://www.reuters.com/article/2014/01/27/us-apple-results-idUSBREA0N1OV20140127,,,
20140127†6:31PM UTC,Instant View: Apple's iPhone sales lag Wall Street view,http://www.reuters.com/article/2014/01/27/us-apple-view-idUSBREA0Q1QY20140127,,,
20140127†6:31PM UTC,"Apple saw strong growth in China, emerging markets: CFO",http://www.reuters.com/article/2014/01/27/us-apple-results-cfo-idUSBREA0Q1PU20140127,,,
20140127†6:12PM UTC,"UPDATE 3-Apple's iPhone sales and outlook lag targets, shares slide",http://www.reuters.com/article/2014/01/27/apple-results-idUSL2N0L11SK20140127,,,
20140127†5:48PM UTC,S&P; 500 drops for a third day; Apple down after the bell,http://www.reuters.com/article/2014/01/27/us-markets-stocks-idUSBREA080LL20140127,,,
20140127†5:47PM UTC,US STOCKS-S&P; 500 drops for a 3rd day; Apple down after the bell,http://www.reuters.com/article/2014/01/27/markets-usa-stocks-idUSL2N0L11W120140127,,,
20140127†4:47PM UTC,"Apple saw strong growth in China, emerging markets -CFO",http://www.reuters.com/article/2014/01/27/apple-results-cfo-idUSL2N0L11SH20140127,,,
20140127†4:37PM UTC,Apple's iPhone sales lag Wall Street expectations,http://www.reuters.com/article/2014/01/27/apple-results-idUSL2N0L117F20140127,,,
20140127†4:30PM UTC,Apple Reports First Quarter Results,http://www.reuters.com/article/2014/01/27/ca-apple-idUSnBw276374a+100+BSW20140127,,,
20140127†9:30AM UTC,"Conn's, Coach, Apple, ChinaMobile and Google highlighted as Zacks Bull and Bear of the Day",http://www.reuters.com/article/2014/01/27/zacks-bullandbear-idUSnPnCGmzlkT+161+PRN20140127,,,
20140127†9:30AM UTC,"Google, Apple, Facebook, Exxon and Chevron are part of Zacks Earnings Preview:",http://www.reuters.com/article/2014/01/27/zacks-earningspreview-idUSnPnCGmzvkT+161+PRN20140127,,,
20140127†7:26AM UTC,Russia's Megafon signs new iPhone deal with Apple,http://www.reuters.com/article/2014/01/27/us-megafon-apple-idUSBREA0Q0O720140127,,,
20140127†7:23AM UTC,Russia's Megafon signs new iPhone deal with Apple,http://www.reuters.com/article/2014/01/27/megafon-apple-idUSL5N0L10TY20140127,,,
20140127†6:51PM UTC,Markets continue to drop; Apple's iPhone miss,http://www.reuters.com/news/video/videoStory?storyID=77411698,,,
20140127†6:28PM UTC,FACTBOX: Apple shares fall after hours on weak iPhone sales,http://www.reuters.com/news/video/videoStory?storyID=77408230,,,
20140128†6:40PM UTC,Apple supplier Cirrus forecasts weak revenue; shares slide,http://www.reuters.com/article/2014/01/28/us-cirruslogic-results-idUSBREA0R1SL20140128,,,
20140128†6:38PM UTC,UPDATE 2-Apple supplier Cirrus forecasts weak revenue; shares slide,http://www.reuters.com/article/2014/01/28/cirruslogic-results-idUSL3N0L258W20140128,,,
20140128†6:23PM UTC,Apple's China moment still frustratingly out of reach,http://www.reuters.com/article/2014/01/28/us-apple-china-idUSBREA0R1Z820140128,,,
20140128†6:21PM UTC,Apple's China moment still frustratingly out of reach,http://www.reuters.com/article/2014/01/28/apple-china-idUSL3N0L21KR20140128,,,
20140128†4:50PM UTC,US STOCKS-Wall St rebounds with Pfizer and the Fed; Apple sinks,http://www.reuters.com/article/2014/01/28/markets-usa-stocks-idUSL2N0L21ST20140128,,,
20140128†3:59PM UTC,"As Apple shares fall, Icahn buys another $500 million",http://www.reuters.com/article/2014/01/28/us-apple-icahn-idUSBREA0R18X20140128,,,
20140128†3:59PM UTC,"UPDATE 2-As Apple shares fall, Icahn buys another $500 million",http://www.reuters.com/article/2014/01/28/apple-icahn-idUSL2N0L20ZZ20140128,,,
20140128†3:48PM UTC,"US STOCKS-Wall St gains as Fed meeting begins, but Apple falls",http://www.reuters.com/article/2014/01/28/markets-usa-stocks-idUSL2N0L21MM20140128,,,
20140128†2:31PM UTC,Icahn: Apple management 'seems to be doing the right thing',http://www.reuters.com/article/2014/01/28/us-investing-apple-icahn-idUSBREA0R1MI20140128,,,
20140128†1:46PM UTC,Apple shares fall after muted iPhone sales,http://www.reuters.com/article/2014/01/28/us-apple-results-shares-idUSBREA0R0S320140128,,,
20140128†1:23PM UTC,US STOCKS-Wall St rebounds after selloff; Apple weighs on techs,http://www.reuters.com/article/2014/01/28/markets-usa-stocks-idUSL2N0L217J20140128,,,
20140128†1:09PM UTC,PRSA New York Announces 2014 Big Apple Awards' Call for Entries,http://www.reuters.com/article/2014/01/28/idUSnMKWG8SWca+1ec+MKW20140128,,,
20140128†11:25AM UTC,Investor Icahn says buys another $500 million in Apple stock,http://www.reuters.com/article/2014/01/28/apple-icahn-idUSL2N0L20ZC20140128,,,
20140128†11:00AM UTC,US STOCKS-Wall St rebounds ahead of Fed meeting; Apple weighs on techs,http://www.reuters.com/article/2014/01/28/markets-usa-stocks-idUSL2N0L20WM20140128,,,
20140128†9:34AM UTC,US STOCKS SNAPSHOT-Wall St inches higher at open; Apple weighs,http://www.reuters.com/article/2014/01/28/markets-usa-stocks-open-idUSZXN0R380520140128,,,
20140128†9:30AM UTC,"The Zacks Analyst Blog Highlights: Apple, China Mobile, Tesla Motors, Volkswagen and Toyota Motor",http://www.reuters.com/article/2014/01/28/zacks-analyst-blog-idUSnPnCGmXTkT+16d+PRN20140128,,,
20140128†9:11AM UTC,"US STOCKS-Wall St set for modest rebound; mood cautious on Fed, Apple",http://www.reuters.com/article/2014/01/28/markets-usa-stocks-idUSL2N0L20NZ20140128,,,
20140128†8:01AM UTC,US STOCKS-Futures rebound after selloff; Apple weighs on tech shares,http://www.reuters.com/article/2014/01/28/markets-usa-stocks-idUSL2N0L20IF20140128,,,
20140128†8:01AM UTC,"Beamz Interactive, Inc. Announces Music Technology Enhancements for the Beamz App Have Been Approved by Apple",http://www.reuters.com/article/2014/01/28/idUSnMKWfBkyDa+1d2+MKW20140128,,,
20140128†8:00AM UTC,"PHT Corporation to Showcase the LogPad App‚Ñ¢ for Collecting Secure Clinical Research Data from Patients‚Äô Android and Apple Smartphones, at SCOPE Summit for Clinical Ops Executives",http://www.reuters.com/article/2014/01/28/ma-pht-corporation-idUSnBw285177a+100+BSW20140128,,,
20140128†7:00AM UTC,NRDC Report On FDA Antibiotic Inaction Shows Agency Enabling Meat Industry's Drug Addiction Says Applegate CEO,http://www.reuters.com/article/2014/01/28/applegateapplaudsnrdc-idUSnPnCGmV2fs+168+PRN20140128,,,
20140128†5:48AM UTC,"Apple's iPhone sales, revenue forecast fall short; shares slide",http://www.reuters.com/article/2014/01/28/us-apple-results-idUSBREA0N1OV20140128,,,
20140128†3:43AM UTC,"Truveris Names Anthony Barrett, Former Walgreens and Apple Executive, as VP of Sales of Central Region",http://www.reuters.com/article/2014/01/28/ny-truveris-idUSnBw285522a+100+BSW20140128,,,
20140128†3:41AM UTC,"Samsung sets new smartphone sales record in fourth quarter, widens lead over Apple: report",http://www.reuters.com/article/2014/01/28/us-samsung-sales-idUSBREA0R00S20140128,,,
20140128†3:07AM UTC,"Hong Kong shares stay at 5-month lows, Apple suppliers sink",http://www.reuters.com/article/2014/01/28/markets-hongkong-stocks-close-idUSH9N0K201C20140128,,,
20140128†12:25PM UTC,Breakingviews: Apple‚Äôs soft spots,http://www.reuters.com/news/video/videoStory?storyID=77472224,,,
