20140120†1:25PM UTC,UPDATE 1-Lenovo resumes talks to buy IBM unit -source,http://www.reuters.com/article/2014/01/20/ibm-server-sale-idUSL2N0KU0SC20140120,,
20140120†11:19AM UTC,"Compuware, IBM Systems Magazine Co-Present Live Webcast: Did Ops Communicate the Problem? Did Dev Fix it Yet?""""",http://www.reuters.com/article/2014/01/20/idUSnGNX99QDZR+1cf+GNW20140120,,
20140120†9:30AM UTC,"IBM, Microsoft, McDonald, Starbucksand Procter & Gambleare part of Zacks Earnings Preview:",http://www.reuters.com/article/2014/01/20/zacks-equity-research-idUSnPnCGl6hkT+161+PRN20140120,,
20140120†7:55AM UTC,Dell interested in IBM's low-end server business - WSJ,http://www.reuters.com/article/2014/01/20/us-ibm-server-dell-idUSBREA0J0SN20140120,,
20140120†7:53AM UTC,CORRECTED-Dell interested in IBM's low-end server business - WSJ,http://www.reuters.com/article/2014/01/20/ibm-server-dell-idUSL3N0KU35N20140120,,
20140121†6:28PM UTC,IBM revenue misses Street hit by weak China demand,http://www.reuters.com/article/2014/01/21/us-ibm-results-idUSBREA0K1NP20140121,,
20140121†6:27PM UTC,UPDATE 2-IBM revenue misses Street hit by weak China demand,http://www.reuters.com/article/2014/01/21/ibm-results-idUSL3N0KV4RY20140121,,
20140121†5:08PM UTC,S&P; 500 ends with slight gains; IBM falls late,http://www.reuters.com/article/2014/01/21/us-markets-stocks-idUSBREA080LL20140121,,
20140121†5:07PM UTC,US STOCKS-S&P; 500 ends with slight gains; IBM falls late,http://www.reuters.com/article/2014/01/21/markets-usa-stocks-idUSL2N0KV1U020140121,,
20140121†4:13PM UTC,IBM profit beats Street on higher software revenue,http://www.reuters.com/article/2014/01/21/ibm-results-idUSL3N0KV4NB20140121,,
20140121†4:05PM UTC,IBM Reports 2013 Fourth-Quarter and Full-Year Results,http://www.reuters.com/article/2014/01/21/ny-ibm-idUSnBw216706a+100+BSW20140121,,
20140121†3:03PM UTC,"Research and Markets: Global SaaS-based Expense Management Market Forecast & Opportunities, 2018: Ariba, Concur, IBM & Oracle Dominate",http://www.reuters.com/article/2014/01/21/research-and-markets-idUSnBw216621a+100+BSW20140121,,
20140121†11:42AM UTC,Lenovo restarts talks to buy IBM server unit: source,http://www.reuters.com/article/2014/01/21/us-ibm-server-sale-idUSBREA0J19620140121,,
20140121†10:55AM UTC,"Research and Markets: Global Managed Security Services Market 2012-2016 with AT&T; Inc., Dell SecureWorks Inc., IBM Corp., and Symantec Corp Dominating",http://www.reuters.com/article/2014/01/21/research-and-markets-idUSnBw216247a+100+BSW20140121,,
20140121†9:30AM UTC,Skillsoft and IBM Research Collaborate to Harness Big Data in Enterprise Learning,http://www.reuters.com/article/2014/01/21/nh-skillsoft-idUSnBw215227a+100+BSW20140121,,
20140121†5:06AM UTC,UPDATE 3-Lenovo restarts talks to buy IBM server unit -source,http://www.reuters.com/article/2014/01/21/ibm-server-sale-idUSL2N0KU0SC20140121,,
20140121†5:40PM UTC,Outlooks worry Dow; BRICs nick IBM,http://www.reuters.com/news/video/videoStory?storyID=76991702,,
20140121†11:03AM UTC,IBM in talks to sell server unit again,http://www.reuters.com/news/video/videoStory?storyID=76963692,,
20140122†8:38PM UTC,UPDATE 1-China's Lenovo nears deal to buy IBM's server unit -sources,http://www.reuters.com/article/2014/01/23/ibm-server-lenovo-idUSL2N0KX01320140123,,
20140122†7:24PM UTC,China's Lenovo nears deal to buy IBM's server unit -source,http://www.reuters.com/article/2014/01/23/ibm-server-lenovo-idUSL3N0KX00L20140123,,
20140122†4:36PM UTC,Wall Street flat on earnings; IBM pressures Dow,http://www.reuters.com/article/2014/01/22/us-markets-stocks-idUSBREA080LL20140122,,
20140122†4:35PM UTC,US STOCKS-Wall St flat on earnings; IBM pressures Dow,http://www.reuters.com/article/2014/01/22/markets-usa-stocks-idUSL2N0KW1T220140122,,
20140122†4:04PM UTC,US STOCKS SNAPSHOT-S&P; 500 ends flat; IBM weighs on Dow,http://www.reuters.com/article/2014/01/22/markets-usa-stocks-close-idUSZXN0R322I20140122,,
20140122†2:35PM UTC,"US STOCKS-Wall St flat on earnings, IBM pressures Dow",http://www.reuters.com/article/2014/01/22/markets-usa-stocks-idUSL2N0KW1H520140122,,
20140122†12:06PM UTC,Fujitsu looking to buy IBM's server business: WSJ,http://www.reuters.com/article/2014/01/22/us-ibm-server-fujitsu-idUSBREA0L1MF20140122,,
20140122†12:04PM UTC,Fujitsu looking to buy IBM's server business - WSJ,http://www.reuters.com/article/2014/01/22/ibm-server-fujitsu-idUSL3N0KW4PT20140122,,
20140122†10:57AM UTC,IBM shares open down 5 percent after weak results,http://www.reuters.com/article/2014/01/22/us-ibm-results-idUSBREA0K1NP20140122,,
20140122†10:54AM UTC,IBM shares open down 5 pct after weak results,http://www.reuters.com/article/2014/01/22/ibm-results-idUSL3N0KW4L120140122,,
20140122†10:00AM UTC,"TMP Worldwide to Highlight Social, Collaborative & Mobile Strategies at IBM Connect 2014",http://www.reuters.com/article/2014/01/22/idUSnMKW79LKpa+1cc+MKW20140122,,
20140122†9:38AM UTC,"US STOCKS SNAPSHOT-Wall St opens flat, IBM weighs on Dow index",http://www.reuters.com/article/2014/01/22/markets-usa-stocks-open-idUSZXN0R320520140122,,
20140122†9:30AM UTC,"The Zacks Analyst Blog Highlights:IBM, Intel, Google, Apple and Microsoft",http://www.reuters.com/article/2014/01/22/il-zacks-investments-idUSnPnCGlJtkT+169+PRN20140122,,
20140122†9:08AM UTC,US STOCKS-Wall St to open flat as earnings roll in; IBM drops,http://www.reuters.com/article/2014/01/22/markets-usa-stocks-idUSL2N0KW0KQ20140122,,
20140122†2:15AM UTC,UPDATE 4-IBM misses revenue targets again after stumbling in China,http://www.reuters.com/article/2014/01/22/ibm-results-idUSL3N0KV4RY20140122,,
20140122†2:00AM UTC,REG-Intnl Bus. Mach IBM Reports 2013 Fourth-Quarter and Full-Year Results,http://www.reuters.com/article/2014/01/22/intnl-bus-mach-idUSnBw216730a+100+BSW20140122,,
20140123†9:00PM UTC,Lenovo to buy IBM's low-end server unit for $2.3 billion,http://www.reuters.com/article/2014/01/24/us-ibm-server-lenovo-idUSBREA0M01U20140124,,
20140123†9:00PM UTC,Lenovo Group shares jump more than 8 percent after IBM server deal,http://www.reuters.com/article/2014/01/24/us-lenovo-shares-idUSBREA0N06Q20140124,,
20140123†8:58PM UTC,Lenovo Group shares jump more than 8 percent after IBM server deal,http://www.reuters.com/article/2014/01/24/lenovo-shares-idUSH9N0KK00K20140124,,
20140123†4:02PM UTC,Lenovo to buy IBM's low-end server unit for $2.3 billion,http://www.reuters.com/article/2014/01/23/us-ibm-server-lenovo-idUSBREA0M01U20140123,,
20140123†2:15PM UTC,UPDATE 4-Lenovo to buy IBM's low-end server unit for $2.3 bln,http://www.reuters.com/article/2014/01/23/ibm-lenovo-idUSL2N0KX1U020140123,,
20140123†1:08PM UTC,CORRECTED-UPDATE 3-Lenovo to buy IBM's low-end server unit for $2.3 bln,http://www.reuters.com/article/2014/01/23/ibm-lenovo-idUSL3N0KX4GM20140123,,
20140123†11:00AM UTC,ZL Technologies to Showcase New Product Version at IBM(R) Connect 2014,http://www.reuters.com/article/2014/01/23/idUSnMKWnQ96da+1d0+MKW20140123,,
20140123†8:53AM UTC,CORRECTED-UPDATE 1-Lenovo to buy IBM's low-end server business in China's biggest tech M&A;,http://www.reuters.com/article/2014/01/23/ibm-lenovo-idUSL3N0KX31E20140123,,
20140123†4:18AM UTC,Lenovo buys IBM's server business in China's biggest IT acquisition,http://www.reuters.com/article/2014/01/23/ibm-lenovo-idUSL3N0KX1OS20140123,,
20140123†3:47AM UTC,REG-Intnl Bus. Mach Lenovo Plans to Acquire IBM's x86 Server Business,http://www.reuters.com/article/2014/01/23/intnl-bus-mach-idUSnBw235433a+100+BSW20140123,,
20140123†3:43AM UTC,Lenovo Plans to Acquire IBM's x86 Server Business<0992.HK>,http://www.reuters.com/article/2014/01/23/ny-ibm-idUSnBw235431a+100+BSW20140123,,
20140124†9:30AM UTC,"The Zacks Analyst Blog Highlights: Microsoft, Nokia, IBM, Intel and CNA Financial",http://www.reuters.com/article/2014/01/24/zacks-analyst-blog-idUSnPnCGmhhkT+161+PRN20140124,,
20140127†3:29PM UTC,Bunchball to Energize IBM Connect 2014 With Gamification,http://www.reuters.com/article/2014/01/27/idUSnMKWxjk73a+1c0+MKW20140127,,
20140127†12:00PM UTC,Leo Burnett Worldwide Surveys Its Global Workforce Using IBM's Behavioral Analytics Technology,http://www.reuters.com/article/2014/01/27/ny-ibm-leo-burnett-idUSnPnNYmxfr4+160+PRN20140127,,
20140127†12:00PM UTC,New IBM Kenexa Talent Suite Taps Big Data To Energize Today's Workforce,http://www.reuters.com/article/2014/01/27/ibm-kenexa-big-data-idUSnPnNYmxdr4+160+PRN20140127,,
20140127†10:00AM UTC,IBM Study Identifies How African Businesses Can Overcome the Technology Adoption Gap,http://www.reuters.com/article/2014/01/27/ibm-africa-it-study-idUSnPnNYmB4md+168+PRN20140127,,
20140127†9:30AM UTC,"The Zacks Analyst Blog Highlights:IBM, Royal Dutch Shell, Swift Energy, Linn and Warren Resources",http://www.reuters.com/article/2014/01/27/zacks-equity-research-idUSnPnCGmzskT+161+PRN20140127,,
20140128†12:48PM UTC,REG-Intnl Bus. Mach IBM Board Approves Regular Quarterly Cash Dividend; Annual Stockholder Meeting Announced,http://www.reuters.com/article/2014/01/28/intnl-bus-mach-idUSnBw286323a+100+BSW20140128,,
20140128†12:39PM UTC,IBM Board Approves Regular Quarterly Cash Dividend; Annual Stockholder Meeting Announced,http://www.reuters.com/article/2014/01/28/ny-ibm-idUSnBw286310a+100+BSW20140128,,
20140128†12:08PM UTC,IBM Builds On Growing Client and Partner Momentum for Social Business in the Cloud,http://www.reuters.com/article/2014/01/28/ibm-partner-momentum-idUSnPnNYn3krd+160+PRN20140128,,
20140128†12:00PM UTC,"While Many Companies Try SaaS for Cost Savings, Top Performers Discover Competitive Advantage, According to IBM Study",http://www.reuters.com/article/2014/01/28/ibm-saas-survey-idUSnPnNYmLYr4+16c+PRN20140128,,
20140128†9:30AM UTC,"IBM Announces Global Consulting Practice Fusing Strategy, Data and Design",http://www.reuters.com/article/2014/01/28/fl-ibm-global-consult-idUSnPnNYmWzkT+169+PRN20140128,,
20140129†6:30PM UTC,IBM and Ben-Gurion University Announce New Center for Excellence,http://www.reuters.com/article/2014/01/29/ibm-ben-gurion-univ-idUSnPnNYnyYGb+166+PRN20140129,,
20140129†10:31AM UTC,Texas A&M; System Teams with IBM to Drive Computational Sciences Research through Big Data and Analytics,http://www.reuters.com/article/2014/01/29/ibm-texasam-research-idUSnPnNYnmrmQ+161+PRN20140129,,
20140129†9:25AM UTC,S√úSS MicroTec AG: Installation of ELP300 Excimer Laser Stepper and Joint Development Agreement with IBM for Advanced Packaging and 3D Integration,http://www.reuters.com/article/2014/01/29/sss-microtec-ag-idUSnBw295817a+100+BSW20140129,,
20140130†3:00PM UTC,Euclides Technologies and Banetti Partner for IBM Maximo Enterprise Asset Management and ClickSoftware Suite Implementation,http://www.reuters.com/article/2014/01/30/idUSnMKWdcsfBa+1c2+MKW20140130,,
20140130†9:00AM UTC,Broad Range of IBM Servers Meet New ENERGY STAR Guidelines,http://www.reuters.com/article/2014/01/30/ny-ibm-energy-star-idUSnPnNYnwxkj+160+PRN20140130,,
20140130†6:00AM UTC,IBM Emptoris Contract Management Enters Into Strategic Partnership with Seal Software for Superior Contract Discovery,http://www.reuters.com/article/2014/01/30/seal-software-ibm-emp-idUSnPnSFnrhcx+160+PRN20140130,,
20140131†11:45AM UTC,Cloud Adoption and Managed Service Providers Fuel Global Momentum for IBM PureSystems,http://www.reuters.com/article/2014/01/31/ny-ibm-puresystems-idUSnPnNYnZVq1+16c+PRN20140131,,
20140131†11:23AM UTC,"Research and Markets: Global Data Warehousing Market Forecasts Report 2014-2018: IBM, Microsoft, Oracle & Teradata Dominate the Industry",http://www.reuters.com/article/2014/01/31/research-and-markets-idUSnBw315654a+100+BSW20140131,,
20140131†9:08AM UTC,"Twitter buys patents, seals licensing pact with IBM",http://www.reuters.com/article/2014/01/31/us-ibm-twitter-idUSBREA0U0YF20140131,,
20140131†9:00AM UTC,"Twitter buys patents, seals licensing pact with IBM",http://www.reuters.com/article/2014/01/31/ibm-twitter-idUSL2N0L41YF20140131,,
20140131†8:30AM UTC,Research and Markets: IBM Information on Demand 2013: Highlights from IBM's 2013 Event,http://www.reuters.com/article/2014/01/31/research-and-markets-idUSnBw315420a+100+BSW20140131,,
20140203†2:50PM UTC,STS Acquires IBM Column Attach Tools and Technology License,http://www.reuters.com/article/2014/02/03/ca-silicon-turnkey-idUSnBw036316a+100+BSW20140203,,
20140203†1:24PM UTC,Amazon Continues to Dominate IaaS/PaaS Despite Strong Push From Microsoft & IBM,http://www.reuters.com/article/2014/02/03/idUSnMKWNRyfxa+1f0+MKW20140203,,
20140203†8:30AM UTC,SYNNEX Corporation Completes Initial Close of IBM CRM Acquisition,http://www.reuters.com/article/2014/02/03/ca-synnex-idUSnBw035431a+100+BSW20140203,,
20140204†8:00AM UTC,IBM and Actifio Add Powerful New Data Virtualization Solutions To IBM Cloud Portfolio,http://www.reuters.com/article/2014/02/04/ny-actifio-ibm-idUSnBw045180a+100+BSW20140204,,
20140206†8:58PM UTC,IBM explores sale of semiconductor business: Financial Times,http://www.reuters.com/article/2014/02/07/us-ibm-semiconductor-sale-idUSBREA1604Y20140207,,
20140206†8:41PM UTC,IBM explores sale of semiconductor business - Financial Times,http://www.reuters.com/article/2014/02/07/ibm-semiconductor-sale-idUSL3N0LC0C920140207,,
20140206†1:45PM UTC,"Research and Markets: Global Data Center Integrated Infrastructure Systems Market to 2018 with Dell, Hitachi, HP, IBM, Oracle & VCE Dominating",http://www.reuters.com/article/2014/02/06/research-and-markets-idUSnBw066294a+100+BSW20140206,,
20140206†9:30AM UTC,"HanesBrands, Potash, Twitter, Facebook and IBM highlighted as Zacks Bull and Bear of the Day",http://www.reuters.com/article/2014/02/06/zacks-equity-research-idUSnPnCGqjQkT+165+PRN20140206,,
20140206†12:19AM UTC,IBM starts rolling out Watson supercomputer in Africa,http://www.reuters.com/article/2014/02/06/us-ibm-africa-idUSBREA1507H20140206,,
20140206†12:05AM UTC,IBM opens access to SaaS portfolio to help African Universities with next-generation IT skills,http://www.reuters.com/article/2014/02/06/ibm-africa-it-idUSnPnNYqfB5+b2+PRN20140206,,
20140206†12:01AM UTC,IBM Brings Watson to Africa,http://www.reuters.com/article/2014/02/06/ibm-watson-in-africa-idUSnPnNYqcn1+b0+PRN20140206,,
20140206†12:01AM UTC,IBM starts rolling out Watson supercomputer in Africa,http://www.reuters.com/article/2014/02/06/ibm-africa-idUSL5N0LA4LF20140206,,
20140207†11:07AM UTC,"Alberici Corporation Embraces Enterprise Capture and Big Data Technology from Computer Guidance, IBM",http://www.reuters.com/article/2014/02/07/az-computer-guidance-idUSnBw075587a+100+BSW20140207,,
20140207†10:00AM UTC,IBM's SoftLayer and DataHotel Help Japanese Companies Expand Globally,http://www.reuters.com/article/2014/02/07/ny-ibm-softlayer-idUSnPnNYq28md+160+PRN20140207,,
20140207†9:00AM UTC,IBM Fuels Innovation and Entrepreneurship in Africa,http://www.reuters.com/article/2014/02/07/ibm-expands-in-africa-idUSnPnNYqvskj+160+PRN20140207,,
20140207†9:00AM UTC,IBM Helps Mexican Transportation Company Operate Smarter and Become More Efficient,http://www.reuters.com/article/2014/02/07/ibm-grupo-ado-idUSnPnNYqtLkj+164+PRN20140207,,
20140211†4:05PM UTC,Connectria Wins 2014 IBM Beacon Award for Outstanding Expert Integrated Systems Solution in PureSystems Category,http://www.reuters.com/article/2014/02/11/mo-connectria-hosting-idUSnBw116467a+100+BSW20140211,,
20140211†4:00PM UTC,Logicalis US Wins 2014 IBM Beacon Award in Outstanding Competitive Solution Category,http://www.reuters.com/article/2014/02/11/ny-logicalis-ibmaward-idUSnPnNYrfTzM+165+PRN20140211,,
20140211†3:01PM UTC,"IBM Helps Business Partners Grow With Resources for Cloud, Big Data & Analytics",http://www.reuters.com/article/2014/02/11/ibm-partnerworld-conf-idUSnPnNYrcZxS+165+PRN20140211,,
20140211†8:02AM UTC,Kaltura Releases Video Extension for IBM Connections,http://www.reuters.com/article/2014/02/11/idUSnGNXbm8P4q+1c4+GNW20140211,,
20140211†8:00AM UTC,Be Ready to Experience Bold Moves at IBM Pulse 2014 with eCIFM Solutions Inc.,http://www.reuters.com/article/2014/02/11/ca-ecifm-solutions-idUSnPnSFr6xhn+160+PRN20140211,,
20140211†7:00AM UTC,SOA Software Brings API Management to IBM WebSphere MQ Environments,http://www.reuters.com/article/2014/02/11/ca-soa-software-idUSnBw115044a+100+BSW20140211,,
20140212†12:30PM UTC,IBM Announces that Samsung Electronics Joins OpenPOWER Foundation,http://www.reuters.com/article/2014/02/12/ibm-samsung-openpower-idUSnPnNYrFfrF+169+PRN20140212,,
20140212†9:07AM UTC,InfoSystems Wins 2014 IBM Choice Award for North American Marketing Excellence,http://www.reuters.com/article/2014/02/12/tn-infosystems-idUSnBw125016a+100+BSW20140212,,
20140212†9:03AM UTC,"Welltok Raises $22 Million in Series C Funding, Including IBM Investment to Fuel Watson-Powered Health App",http://www.reuters.com/article/2014/02/12/co-welltok-inc-idUSnPnLAryzkm+160+PRN20140212,,
20140212†9:00AM UTC,ObserveIT Selected as IBM Beacon Award Finalist,http://www.reuters.com/article/2014/02/12/ny-observeit-idUSnBw125053a+100+BSW20140212,,
20140212†2:24AM UTC,IBM's CEO visits China for trust-building talks with govt leaders: sources,http://www.reuters.com/article/2014/02/12/us-ibm-china-idUSBREA1B0DA20140212,,
20140212†2:18AM UTC,IBM's CEO visits China for trust-building talks with govt leaders -sources,http://www.reuters.com/article/2014/02/12/ibm-china-idUSL3N0KQ3DL20140212,,
20140213†2:37PM UTC,Prolifics Receives IBM Beacon Laureate Award for Business Agility,http://www.reuters.com/article/2014/02/13/ibm-beacon-awards-idUSnPnNYs5lwD+161+PRN20140213,,
20140213†7:00AM UTC,IBM and International Digital Publishing Forum (IDPF) Collaborate to Advance Adoption of EPUB Format for Enterprise Publications,http://www.reuters.com/article/2014/02/13/idUSnMKW9cQnca+1c8+MKW20140213,,
20140213†1:36AM UTC,BRIEF-Draegerwerk says FY EBIT down 13 percent,http://www.reuters.com/article/2014/02/13/draegerwerkagandcokgaa-brief-idUSWEB00IBM20140213,,
20140213†12:01AM UTC,Made in IBM Labs: Scientists Set New Speed Record for Big Data,http://www.reuters.com/article/2014/02/13/ibm-big-data-record-idUSnPnNYrzG1+b2+PRN20140213,,
20140214†9:00AM UTC,IBM to Help Companies Utilize New Cybersecurity Framework Aimed at Protecting Nation's Critical Infrastructure,http://www.reuters.com/article/2014/02/14/ibm-cybersecurity-idUSnPnNYs99kj+160+PRN20140214,,
20140217†1:35PM UTC,"John Daly, Worked With Merck, American Airlines, IBM and Is the White House Author of Advocacy",http://www.reuters.com/article/2014/02/17/idUSnMKWKSF1pa+1f8+MKW20140217,,
20140218†6:00PM UTC,IBM Announces Security Forensics Capabilities to Help Protect Critical Data,http://www.reuters.com/article/2014/02/18/ny-ibm-security-idUSnPnNYsXwFC+16b+PRN20140218,,
