20140106†4:30PM UTC,"Intel Brings Immersive, Human Interaction to Devices in 2014",http://www.reuters.com/article/2014/01/06/ca-intel-idUSnBw066783a+100+BSW20140106,,
20140106†12:28PM UTC,"Intelliject, Inc. announces name change to kaleo.",http://www.reuters.com/article/2014/01/06/va-kaleo-new-name-idUSnPnNYh4YrB+165+PRN20140106,,
20140106†11:30AM UTC,"MTSI & Guardtime Announce the GuardView Videri Appliance for Real Time Threat Detection and Contextual Threat Intelligence‚Äù to Protect Against the Insider Threat""",http://www.reuters.com/article/2014/01/06/va-mtsi-idUSnBw066283a+100+BSW20140106,,
20140106†11:00AM UTC,Toshiba Upgrades KIRAbook with 4th Generation Intel Processors,http://www.reuters.com/article/2014/01/06/ca-toshiba-idUSnBw065447a+100+BSW20140106,,
20140106†11:00AM UTC,Intel(R) 2013 Superstars Music Competition Announces Grand Prize Winner,http://www.reuters.com/article/2014/01/06/idUSnMKWq707Ma+1c2+MKW20140106,,
20140106†9:55AM UTC,Startup Launches at CES to Deliver a New Line of Mobile Device Accessories that Integrate Protection and Intelligence,http://www.reuters.com/article/2014/01/06/az-theo-idUSnBw066097a+100+BSW20140106,,
20140106†9:34AM UTC,Symphony Teleca Announces¬†Advanced In-Vehicle Infotainment Solutions in Collaboration with Intel,http://www.reuters.com/article/2014/01/06/ca-symphony-teleca-idUSnBw066035a+100+BSW20140106,,
20140106†9:00AM UTC,Geoscape Releases Powerful Enterprise Functionality Within Its 2014 Online Intelligence Platform,http://www.reuters.com/article/2014/01/06/fl-geoscape-idUSnBw065263a+100+BSW20140106,,
20140106†6:38AM UTC,Intelligent Energy Announces Brookstone as US Launch Partner for Upp‚Ñ¢ - a New Category of Portable Energy Device,http://www.reuters.com/article/2014/01/06/nv-intelligent-energy-idUSnBw065831a+100+BSW20140106,,
20140106†6:02AM UTC,"CES 2014 Fireside Chats with Intel Executives, Industry Leaders, Surprise Guests",http://www.reuters.com/article/2014/01/06/ca-intel-idUSnBw065080a+100+BSW20140106,,
20140107†11:08PM UTC,"Fuhu, Intel Team Up on First Intel-Based Android* Tablet Just for Kids",http://www.reuters.com/article/2014/01/08/idUSnMKWjCpwDa+1d2+MKW20140108,,
20140107†4:43PM UTC,John McAfee: glad Intel dropping name from security software,http://www.reuters.com/article/2014/01/07/us-ces-intel-mcafee-idUSBREA060YM20140107,,
20140107†4:40PM UTC,UPDATE 1-John McAfee: glad Intel dropping name from security software,http://www.reuters.com/article/2014/01/07/ces-intel-mcafee-idUSL2N0KH1XQ20140107,,
20140107†1:57PM UTC,John McAfee says glad Intel dropping his name from security software,http://www.reuters.com/article/2014/01/07/ces-intel-mcafee-idUSL2N0KH1G520140107,,
20140107†10:00AM UTC,Visteon Showcases New Automotive Connectivity Solutions Promising an Intelligent Driving Experience at 2014 International CES,http://www.reuters.com/article/2014/01/07/visteon-auto-ces-idUSnPnDEgYrmd+168+PRN20140107,,
20140107†10:00AM UTC,Heartland Dental Deploys Interactive Intelligence All-in-One IP Communications Software Suite,http://www.reuters.com/article/2014/01/07/in-interactive-intellige-idUSnBw075994a+100+BSW20140107,,
20140107†9:30AM UTC,"The Zacks Analyst Blog Highlights: Apple, Facebook, Intel, Microsoft and Google",http://www.reuters.com/article/2014/01/07/zacks-analyst-blog-idUSnPnCGhs1kT+161+PRN20140107,,
20140107†8:30AM UTC,"NTP Software, HDS Extend Partnership to Include Integrated Intelligent Storage Solutions",http://www.reuters.com/article/2014/01/07/nh-ntp-software-ptnr-idUSnPnLAhcmhY+161+PRN20140107,,
20140107†8:30AM UTC,"Logic Information Systems, Inc. Acquires Yomari Information Services, Amplifies Business Intelligence Offerings for Retail Clients",http://www.reuters.com/article/2014/01/07/mn-logic-information-idUSnBw075598a+100+BSW20140107,,
20140107†8:01AM UTC,Novatel Wireless MiFi 5510 Intelligent Mobile Hotspot Available for Regional Carriers in US and Puerto Rico,http://www.reuters.com/article/2014/01/07/ca-novatel-wireless-idUSnBw075705a+100+BSW20140107,,
20140107†6:07AM UTC,"Securadyne Systems, LLC Acquires Leading Systems Integrator, Intelligent Access Systems",http://www.reuters.com/article/2014/01/07/tx-securadyne-systems-idUSnBw075847a+100+BSW20140107,,
20140107†4:00AM UTC,Savills Selects Wealth-X As Global Provider Of UHNW Intelligence For High-End Real Estate Business,http://www.reuters.com/article/2014/01/07/wealth-x-partnership-idUSnPnNYhqf7H+161+PRN20140107,,
20140107†4:00AM UTC,IneoQuest Technologies Joins the Intel¬Æ Network Builders Program to Help Develop SDN and NFV-based Solutions,http://www.reuters.com/article/2014/01/07/ma-ineoquest-idUSnBw075436a+100+BSW20140107,,
20140108†7:03PM UTC,Intellicheck Mobilisa Announces Pricing of Public Offering of Common Stock,http://www.reuters.com/article/2014/01/09/wa-intellicheck-mobilisa-idUSnBw086731a+100+BSW20140109,,
20140108†5:57PM UTC,Axeda Internet of Things Platform Wins Compass Intelligence A-List in M2M Award at CES 2014,http://www.reuters.com/article/2014/01/08/ma-axeda-ces-award-idUSnPnNEj00DN+163+PRN20140108,,
20140108†4:30PM UTC,"Compass Intelligence Announces Winners of the 2014 Mobility Awards in Wireless, M2M, and Green Technology",http://www.reuters.com/article/2014/01/08/compassannouncewinner-idUSnPnDAhHhBl+16a+PRN20140108,,
20140108†4:30PM UTC,"Compass Intelligence Announces Winners of the 2014 Mobility Awards in Wireless, M2M, and Green Technology",http://www.reuters.com/article/2014/01/08/idUSnMKWx0rnVa+1c2+MKW20140108,,
20140108†2:42PM UTC,"Research and Markets: Global Cloud Analytics (Cloud BI; Cloud Business Intelligence) Market Report, 2018",http://www.reuters.com/article/2014/01/08/research-and-markets-idUSnBw086483a+100+BSW20140108,,
20140108†12:50PM UTC,Enphase Energy and Nexia Home Intelligence Collaborate on Evolving Smart Home Energy Monitoring,http://www.reuters.com/article/2014/01/08/ca-enphase-energy-idUSnBw086289a+100+BSW20140108,,
20140108†12:49PM UTC,Research and Markets: Italy Telecom Intelligence 2013 Report - Telecom Operators Eye M&A; and Partnerships in Challenging Economy,http://www.reuters.com/article/2014/01/08/research-and-markets-idUSnBw086287a+100+BSW20140108,,
20140108†12:00PM UTC,Seiko Epson Corporation Enters into License Agreement with Intellectual Ventures,http://www.reuters.com/article/2014/01/08/iv-seikoepson-license-idUSnPnSFhK9r4+168+PRN20140108,,
20140108†11:30AM UTC,"Leutrell M. Osborne, Sr., Former CIA Senior Counter Intelligence Officer, Appointed Vice-Chair of Ariana-Leilani Children's Foundation International",http://www.reuters.com/article/2014/01/08/ariani-leilani-fundtn-idUSnPnDChRppG+169+PRN20140108,,
20140108†9:00AM UTC,Intelligent Highway Solutions Announces They Are Now an Approved Vendor With Honeywell,http://www.reuters.com/article/2014/01/08/idUSnGNX1mDNV3+1ce+GNW20140108,,
20140108†8:00AM UTC,"AAAResearchReports.com Technical Groundwork: Intel, Trina Solar, Entropic Communications, and Rambus",http://www.reuters.com/article/2014/01/08/bc-aaa-research-reports-idUSnPn7JSQhn+9c+PRN20140108,,
20140108†7:30AM UTC,LATISTA‚Ñ¢ Adds Integrated Business Intelligence Reporting to Elevate Consumer Experience,http://www.reuters.com/article/2014/01/08/dc-textura-latista-idUSnPnCGhJ8g2+168+PRN20140108,,
20140109†7:00PM UTC,"McKool Smith Named Law360 Intellectual Property Group of the Year""""",http://www.reuters.com/article/2014/01/10/tx-mckoolsmith-award-idUSnPnNYjj3Hx+162+PRN20140110,,
20140109†11:35AM UTC,IntelGenx Grants Stock Options,http://www.reuters.com/article/2014/01/09/idUSnGNXc4SHtx+1cc+GNW20140109,,
20140109†11:30AM UTC,EnOcean Alliance at AHR Expo 2014: Intelligent HVAC Control on the Energy Harvesting Wireless Standard,http://www.reuters.com/article/2014/01/09/idUSnMKWdkH60a+1c8+MKW20140109,,
20140109†11:27AM UTC,Business Intelligence Dreams Become Reality with Video Surveillance in Axis Communications‚Äô Booth at NRF‚Äôs BIG Show,http://www.reuters.com/article/2014/01/09/ma-axis-communications-idUSnBw095901a+100+BSW20140109,,
20140109†11:00AM UTC,"Coolpad Wins the Honor of 2013-2014 Global Intelligent Interconnection Devices Brands Top 10""""",http://www.reuters.com/article/2014/01/09/idg-award-coolpad-ces-idUSnPnCNj4fp8+160+PRN20140109,,
20140109†10:05AM UTC,"MICROS Announces World-Class Collaboration with Microsoft, Dell and Intel that will Transform Employee and Customer Mobile Interactions in Hospitality and Retail",http://www.reuters.com/article/2014/01/09/md-micros-systems-idUSnPnPHj5nmk+160+PRN20140109,,
20140109†9:00AM UTC,"Winners of 2013-2014 Global Intelligent Interconnection Devices Brands Top 10"" Announced""",http://www.reuters.com/article/2014/01/09/ces-idg-idc-award-idUSnPnCNj46kj+160+PRN20140109,,
20140109†9:00AM UTC,Sligro Food Group Accelerates Business Intelligence with Teradata Data Warehouse,http://www.reuters.com/article/2014/01/09/teradata-sligro-food-idUSnPnCLhVCkj+16c+PRN20140109,,
20140109†8:00AM UTC,"Acquisitions, Financial Results Schedule, Expanded Product Offerings, Stock Price Updates, and Conference Schedules - Research Report on 3D Systems, Intel, Qualcomm, Stratasys, and Synopsys",http://www.reuters.com/article/2014/01/09/bc-analysts-corner-idUSnPn7JTdhn+98+PRN20140109,,
20140109†7:30AM UTC,Impinj xArray(TM) RFID Monitoring Solution Featured in Intel Booth at NRF 2014,http://www.reuters.com/article/2014/01/09/idUSnMKWxHr86a+1d0+MKW20140109,,
20140109†7:30AM UTC,Marina Biotech Strengthens the Intellectual Property Estate for SMARTICLES(R) Nucleic Acid Delivery Technology,http://www.reuters.com/article/2014/01/09/idUSnMKWjbtd9a+1c0+MKW20140109,,
20140110†12:07PM UTC,"Los Angeles Office of Snell & Wilmer Adds New Partner, Expands Patent and Intellectual Property Litigation Practice",http://www.reuters.com/article/2014/01/10/ca-snell-wilmer-idUSnBw105579a+100+BSW20140110,,
20140110†10:05AM UTC,"Disney, IBM, Intel, Reebok, Adidas, Stanford University, and Universal Display Corporation Headline at Smart Fabrics & Wearable Technology 2014",http://www.reuters.com/article/2014/01/10/me-smithers-apex-idUSnBw105436a+100+BSW20140110,,
20140110†9:00AM UTC,Publix Super Markets Grows Business Intelligence Capacity With Teradata Active Data Warehouse Expansion,http://www.reuters.com/article/2014/01/10/teradata-corp-data-idUSnPnCLjlGkj+164+PRN20140110,,
20140110†8:30AM UTC,"DataCandy Software: Unwrapping Customer Intelligence Fuels New Name, Vision and Website for Loyalty Program Leader",http://www.reuters.com/article/2014/01/10/datacandy-software-idUSnBw105069a+100+BSW20140110,,
20140113†2:38PM UTC,Intelligent Systems Responds to Unusual Market Activity,http://www.reuters.com/article/2014/01/13/idUSnGNXdkXmj+e4+GNW20140113,,
20140113†2:09PM UTC,Keystone Enterprise Services is One of the First Turnkey Service Providers to Offer Intel¬Æ Retail Client Manager Digital Signage Technology for Retail,http://www.reuters.com/article/2014/01/13/ut-keystone-enterprise-idUSnBw136471a+100+BSW20140113,,
20140113†10:17AM UTC,"Global Obesity Management Devices Market Projected to Increase 21.9% Annually through 2018, According to New Report Distributed by Life Science Intelligence (LSI)",http://www.reuters.com/article/2014/01/13/ca-lsi-idUSnBw135351a+100+BSW20140113,,
20140113†10:00AM UTC,Interactive Intelligence to Announce Fourth-Quarter and Full Year 2013 Financial Results,http://www.reuters.com/article/2014/01/13/in-interactive-intellige-idUSnBw135327a+100+BSW20140113,,
20140113†8:30AM UTC,Sensiotec Leads The Way For Intelligent Remote Patient Monitoring,http://www.reuters.com/article/2014/01/13/sensiotec-tech-trials-idUSnPnCLjtZhY+165+PRN20140113,,
20140113†8:18AM UTC,"Top Tech Analyst Issue Earnings Predictions for Intel, Linear Technology, Skyworks Solutions, DragonWave, and Taiwan Semiconductor Manufacturing",http://www.reuters.com/article/2014/01/13/nj-indie-research-idUSnPnPHjF4hK+169+PRN20140113,,
20140113†8:05AM UTC,"IntelGenx Announces Additional Development and Commercialization Agreement With Par Pharmaceutical, Inc. for Two More Products",http://www.reuters.com/article/2014/01/13/idUSnGNX7YjSZG+1d7+GNW20140113,,
20140113†8:00AM UTC,"Market Data Ahead of the Bell: Gol Linhas Aereas Inteligentes, Aeropostale, SBA Communications, and Family Dollar Stores",http://www.reuters.com/article/2014/01/13/bc-aaa-research-reports-idUSnPn84vKhn+84+PRN20140113,,
20140113†8:00AM UTC,Esopus Completes the Acquisition of Loehmann's Intellectual Property,http://www.reuters.com/article/2014/01/13/ny-esopus-creek-value-idUSnBw135464a+100+BSW20140113,,
20140113†7:30AM UTC,Spendology's New Mission Focuses on Advancing Financial and Ecological Intelligence,http://www.reuters.com/article/2014/01/13/idUSnGNX45SwYR+1cb+GNW20140113,,
20140113†7:11AM UTC,Research and Markets: Analysis of the North American Intelligent Pumps Market,http://www.reuters.com/article/2014/01/13/research-and-markets-idUSnBw135829a+100+BSW20140113,,
20140114†5:25PM UTC,Intel shelves cutting-edge Arizona chip factory,http://www.reuters.com/article/2014/01/14/us-intel-arizona-idUSBREA0D1F920140114,,
20140114†4:44PM UTC,UPDATE 1-Intel shelves cutting-edge Arizona chip factory,http://www.reuters.com/article/2014/01/14/intel-arizona-idUSL2N0KO1VF20140114,,
20140114†3:27PM UTC,Intel not opening new chip factory heralded by Obama,http://www.reuters.com/article/2014/01/14/intel-arizona-idUSL2N0KO1SK20140114,,
20140114†12:49PM UTC,International Launch Services (ILS) Receives Mission Assignment From Intelsat for Intelsat DLA-2 for Launch in 2015,http://www.reuters.com/article/2014/01/14/va-ils-idUSnBw146391a+100+BSW20140114,,
20140114†11:52AM UTC,Heritage Global Partners to Manage Online Auction of the Leading-edge Oval Speaker System Technology Patents and Related Intellectual Property on January 30,http://www.reuters.com/article/2014/01/14/ca-heritage-global-idUSnBw146276a+100+BSW20140114,,
20140114†11:37AM UTC,Intellicheck Mobilisa Announces Closing of Public Offering of Common Stock and Full Exercise of Over-Allotment Option by the Underwriter,http://www.reuters.com/article/2014/01/14/wa-intellicheck-mobilisa-idUSnBw146248a+100+BSW20140114,,
20140114†10:05AM UTC,"IXI Services, A Division of Equifax, Unveils Updated AudienceIntel Platform, Giving Brands Real-time Insight Into Site Visitors",http://www.reuters.com/article/2014/01/14/va-ixi-services-idUSnBw146103a+100+BSW20140114,,
20140114†9:00AM UTC,"Media Alert: Rocket Fuel CEO, Amazon CTO and IBM Watson General Manager to Share Perspectives on the Future of Artificial Intelligence",http://www.reuters.com/article/2014/01/14/idUSnMKWhL06fa+1d0+MKW20140114,,
20140114†9:00AM UTC,Founders of Cisco's Intellishield‚Ñ¢ Reconnect To Create ICS Cyber Security Company NexDefense,http://www.reuters.com/article/2014/01/14/ca-nexdefense-inc-idUSnPnLAjZxkj+168+PRN20140114,,
20140114†9:00AM UTC,"Intel And Others To Enter Brain-Computer-Interface (BCI) Market, According To Mind Solutions, Inc.",http://www.reuters.com/article/2014/01/14/mindsolutions-brain-idUSnPnCLjS3kj+168+PRN20140114,,
20140114†9:00AM UTC,Mirna Therapeutics Reports Expansion of Intellectual Property Estate,http://www.reuters.com/article/2014/01/14/tx-mirna-therapeutics-idUSnBw145185a+100+BSW20140114,,
20140114†8:55AM UTC,American Modern Selects Guidewire Solutions for Data Management and Business Intelligence,http://www.reuters.com/article/2014/01/14/ca-guidewire-software-idUSnBw145327a+100+BSW20140114,,
20140114†8:06AM UTC,Introducing INTLY: Intelligent Software That Simplifies and Streamlines Critical Ops for Small to Mid-Sized Businesses,http://www.reuters.com/article/2014/01/14/idUSnGNX9PMcZN+1db+GNW20140114,,
20140114†8:00AM UTC,Australia Japan Cable Deploys Infinera Intelligent Transport Network(TM) for Submarine Routes,http://www.reuters.com/article/2014/01/14/idUSnMKWHgs07a+1e0+MKW20140114,,
20140114†7:30AM UTC,Marina Biotech Strengthens the Intellectual Property Estate for the Transkingdom RNA Interference Nucleic Acid Delivery Technology,http://www.reuters.com/article/2014/01/14/idUSnMKWc4C9Sa+1ca+MKW20140114,,
20140114†2:00AM UTC,"Intelligent Energy Delivers¬†Cost-Effective, Clean Power¬†for Ascend Telecom Towers",http://www.reuters.com/article/2014/01/14/intelligent-energy-idUSnBw136668a+100+BSW20140114,,
20140114†1:55AM UTC,UK's Intelligent Energy gets deal to supply fuel cells in India,http://www.reuters.com/article/2014/01/14/intelligent-energy-idUSL6N0KN2XG20140114,,
20140115†4:05PM UTC,NanoString Technologies Secures Exclusive Option From Massachusetts General Hospital to License Intellectual Property for New Multiplexed Protein Analysis Method,http://www.reuters.com/article/2014/01/15/idUSnGNX54MKFY+1cf+GNW20140115,,
20140115†11:01AM UTC,Intel launches marketing campaign aimed at cloud,http://www.reuters.com/article/2014/01/15/us-intel-cloud-idUSBREA0E11C20140115,,
20140115†11:00AM UTC,Intel Joins Forces with Cloud Service Providers Around the World to Reveal What‚Äôs Inside Their Datacenters,http://www.reuters.com/article/2014/01/15/ca-intel-idUSnBw155306a+100+BSW20140115,,
20140115†11:00AM UTC,Intel launches marketing campaign aimed at cloud,http://www.reuters.com/article/2014/01/15/intel-cloud-idUSL2N0KP03Y20140115,,
20140115†10:02AM UTC,Intelliverse Adds Dynamic List Functionality to IntelliConnection Sales Automation Application,http://www.reuters.com/article/2014/01/15/ga-intelliverse-idUSnBw155820a+100+BSW20140115,,
20140115†9:18AM UTC,Iconic Swiss herb specialist Ricola choose BOARD as their Business Intelligence Provider,http://www.reuters.com/article/2014/01/15/board-international-idUSnBw155017a+100+BSW20140115,,
20140115†9:00AM UTC,Intelsat Announces Preferred Stock Dividend,http://www.reuters.com/article/2014/01/15/intelsat-idUSnBw155363a+100+BSW20140115,,
20140115†9:00AM UTC,BAE Systems to Improve Interpretation of Complex Intelligence Data,http://www.reuters.com/article/2014/01/15/nh-bae-systems-idUSnBw155227a+100+BSW20140115,,
20140115†8:30AM UTC,"Digital Lumens‚Äô CEO Tom Pincince to Discuss Future of Intelligent Lighting During Cleantech Group Buildings Get a Brain"" Summit""",http://www.reuters.com/article/2014/01/15/ma-digital-lumens-idUSnBw155217a+100+BSW20140115,,
20140115†8:14AM UTC,Reimbursement Intelligence Announces a Series of Major Key Strategic and Organization Changes,http://www.reuters.com/article/2014/01/15/idUSnMKWHtLzva+1e8+MKW20140115,,
20140115†8:00AM UTC,Solutionary SERT Q4 2013 Threat Intelligence Report Reveals US Is Top Malware Hosting Nation<9432.T>,http://www.reuters.com/article/2014/01/15/idUSnMKWg8YbJa+1ca+MKW20140115,,
20140115†8:00AM UTC,ScienceLogic and Data Tactics Partner to Bring 'Big Data' Monitoring to the Intelligence Community and Federal Government,http://www.reuters.com/article/2014/01/15/idUSnMKWQ75Sva+1e4+MKW20140115,,
20140115†6:22AM UTC,Research and Markets: Global Business Intelligence (BI) Market in Retail Industry 2014-2018 Research Report,http://www.reuters.com/article/2014/01/15/research-and-markets-idUSnBw155547a+100+BSW20140115,,
20140115†2:02AM UTC,Apollo Metro (in Partnership With Viper Networks) Announces Collier County Extends Testing of Intelligent LED Streetlights,http://www.reuters.com/article/2014/01/15/idUSnGNX5XJTN0+1de+GNW20140115,,
20140116†5:49PM UTC,"UPDATE 3-Intel gives lukewarm revenue forecast, shares fall",http://www.reuters.com/article/2014/01/16/intel-results-idUSL2N0KQ24120140116,,
20140116†4:07PM UTC,Intel 4th-quarter revenue exceeds expectations,http://www.reuters.com/article/2014/01/16/intel-results-idUSL2N0KO27E20140116,,
20140116†11:30AM UTC,Leading Social Intelligence Platform Expands Global Monitoring In Key Regions,http://www.reuters.com/article/2014/01/16/tracx-social-networks-idUSnPnNYkGVpK+16d+PRN20140116,,
20140116†10:00AM UTC,Interactive Intelligence to Host ‚ÄúKey 2014 Contact Center Trends and Priorities‚Äù Industry Web Event,http://www.reuters.com/article/2014/01/16/in-interactive-intellige-idUSnBw165692a+100+BSW20140116,,
20140116†9:30AM UTC,"The Zacks Analyst Blog Highlights:Intel, Hewlett Packard, IBM, Apple and Meritage Homes",http://www.reuters.com/article/2014/01/16/zacks-equity-research-idUSnPnCGkCLkT+16d+PRN20140116,,
20140116†9:30AM UTC,Westell Launches New Intelligent Site Management Offering,http://www.reuters.com/article/2014/01/16/il-westell-technologies-idUSnBw165219a+100+BSW20140116,,
20140116†9:11AM UTC,Numerex Wins Compass Intelligence Mobility Award,http://www.reuters.com/article/2014/01/16/idUSnGNX6ZG9l0+1d8+GNW20140116,,
20140116†9:00AM UTC,Firstsource‚Äôs ‚ÄòFirst Customer Intelligence‚Äô Solution Receives Frost & Sullivan‚Äôs 2013 North American New Product Innovation Award in Contact Center Outsourcing,http://www.reuters.com/article/2014/01/16/ny-firstsource-solutions-idUSnBw165799a+100+BSW20140116,,
20140116†8:55AM UTC,"IconMobile, LLC Sued by Award-Winning Startup Mach18 for Misappropriation of Intellectual Property; Numerous Pending Causes of Action against Top Mobile/In-Car Agency",http://www.reuters.com/article/2014/01/16/ca-mach-idUSnBw165426a+100+BSW20140116,,
20140116†7:00AM UTC,"Kratos Receives $15.1 Million in Electronic Product Contract Awards in Support of Intelligence, Surveillance, Reconnaissance, Missile and Radar System Programs",http://www.reuters.com/article/2014/01/16/idUSnGNX55ZsdB+1c9+GNW20140116,,
20140116†6:02AM UTC,Kapsch Acquires Transdyn Strengthening Portfolio in Intelligent Transportation Systems (ITS),http://www.reuters.com/article/2014/01/16/va-kapsch-trafficcom-idUSnBw165302a+100+BSW20140116,,
20140116†3:19AM UTC,"Intellect Neurosciences, Inc. Announces Positive Top Line Data Showing Proof of Concept in a Preclinical Alzheimer's Model for Its TauC3 Monoclonal Antibody Indicating its Potential to be Disease Modifying",http://www.reuters.com/article/2014/01/16/idUSnGNX6LFM48+1dc+GNW20140116,,
20140116†12:47AM UTC,"IEEE Announces Keynote Speakers from IBM, Intel and Samsung at IEEE World Forum on Internet of Things (WF-IoT) in March 2014",http://www.reuters.com/article/2014/01/16/nj-ieee-idUSnBw156505a+100+BSW20140116,,
20140116†6:15PM UTC,Intel earnings miss by a penny; Stocks pullback,http://www.reuters.com/news/video/videoStory?storyID=76682821,,
20140117†6:51PM UTC,Intel to reduce global workforce by five percent in 2014,http://www.reuters.com/article/2014/01/17/us-intel-jobs-idUSBREA0G1I420140117,,
20140117†6:50PM UTC,UPDATE 3-Intel to reduce global workforce by 5 percent in 2014,http://www.reuters.com/article/2014/01/17/intel-jobs-idUSL2N0KR1Q020140117,,
20140117†5:02PM UTC,"S&P;, Nasdaq end down with Intel, GE; Dow gains",http://www.reuters.com/article/2014/01/17/us-markets-stocks-idUSBREA080LL20140117,,
20140117†5:01PM UTC,"US STOCKS-S&P;, Nasdaq end down with Intel, GE; Dow gains",http://www.reuters.com/article/2014/01/17/markets-usa-stocks-idUSL2N0KR1U520140117,,
20140117†4:13PM UTC,"US STOCKS SNAPSHOT-S&P;, Nasdaq end lower on Intel and GE results",http://www.reuters.com/article/2014/01/17/markets-usa-stocks-close-idUSZXN0R2X2I20140117,,
20140117†2:57PM UTC,BRIEF-Intel to reduce workforce by 5 percent in 2014 - spokesman,http://www.reuters.com/article/2014/01/17/intel-brief-idUSWEN00C6020140117,,
20140117†2:05PM UTC,"US STOCKS-Intel drags S&P;, Nasdaq down; AmEx, Visa lift Dow",http://www.reuters.com/article/2014/01/17/markets-usa-stocks-idUSL2N0KR1B120140117,,
20140117†11:53AM UTC,Intel gives lukewarm revenue forecast; shares fall,http://www.reuters.com/article/2014/01/17/us-intel-results-idUSBREA0F1PF20140117,,
20140117†11:48AM UTC,"To Better Understand 90,000 Oncologists, European Medical Publisher Transforms Data into Physician Intelligence",http://www.reuters.com/article/2014/01/17/ny-medikly-bmm-idUSnBw175607a+100+BSW20140117,,
20140117†11:41AM UTC,CORRECTED-(OFFICIAL)-UPDATE 4-Intel gives lukewarm revenue forecast; shares fall,http://www.reuters.com/article/2014/01/17/intel-results-idUSL2N0KQ24120140117,,
20140117†10:42AM UTC,"US STOCKS-Wall Street edges lower as Intel, GE weigh",http://www.reuters.com/article/2014/01/17/markets-usa-stocks-idUSL2N0KR0WO20140117,,
20140117†10:00AM UTC,Adults with Intellectual Disabilities Receive Same Number of Psychotropic Medications As Other Adults with Mental Health Conditions,http://www.reuters.com/article/2014/01/17/pa-community-care-idUSnPnNEkDwmd+168+PRN20140117,,
20140117†9:30AM UTC,"The Zacks Analyst Blog Highlights: Intel, IBM, Oracle, Cisco and Microsoft",http://www.reuters.com/article/2014/01/17/il-zacks-investment-idUSnPnCGkSqkT+169+PRN20140117,,
20140117†7:00PM UTC,AmEx boosts Dow but Intel a drag,http://www.reuters.com/news/video/videoStory?storyID=76771581,,
20140120†4:05PM UTC,Inteliquent Appoints Kurt Abkemeier as Chief Financial Officer,http://www.reuters.com/article/2014/01/20/idUSnGNX5p5hBh+1c2+GNW20140120,,
20140120†2:47PM UTC,Six Seconds Publishes New Research Findings from Multi-Year Study at FedEx That Links Emotional Intelligence to Increased Performance and Quality of Life,http://www.reuters.com/article/2014/01/20/ca-six-seconds-study-idUSnPnPHl6BwQ+165+PRN20140120,,
20140120†11:03AM UTC,Canopy Among First To Join Intel Cloud Technology Program,http://www.reuters.com/article/2014/01/20/canopy-intel-cloud-idUSnPnNYl6Fpc+164+PRN20140120,,
