headline,date,url
Is It Immoral to Watch the Super Bowl?,2014-01-26,https://www.nytimes.com/2014/01/26/magazine/is-it-immoral-to-watch-the-super-bowl.html
"After Private Speech on Israel, de Blasio Is Pressed on Openness Pledge",2014-01-25,https://www.nytimes.com/2014/01/25/nyregion/de-blasio-in-private-speech-to-aipac-stresses-commitment-to-israel.html
The Doctor-Go-Round,2014-01-26,https://www.nytimes.com/2014/01/26/magazine/the-doctor-go-round.html
Photographs of the Old Penn Station,2014-01-26,https://www.nytimes.com/2014/01/26/magazine/photographs-of-the-old-penn-station.html
The Buyback,2014-01-26,https://www.nytimes.com/2014/01/26/magazine/the-buyback.html
Reply All: The 1.12.14 Issue,2014-01-26,https://www.nytimes.com/2014/01/26/magazine/reply-all-the-1-12-14-issue.html
"Magnus Carlsen, Chess Champion: ‘My Moves Speak for Themselves’",2014-01-26,https://www.nytimes.com/2014/01/26/magazine/magnus-carlsen-chess-champion-my-moves-speak-for-themselves.html
Discrimination at the Barber Shop?,2014-01-26,https://www.nytimes.com/2014/01/26/magazine/discrimination-at-the-barber-shop.html
The Year in Adaptation,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/the-year-in-adaptation.html
There Must Be Some Misunderstanding,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/leaving-the-sea-stories-by-ben-marcus.html
Writer of a Certain Age,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/writer-of-a-certain-age.html
Possession,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/the-visionist-by-rachel-urquhart.html
Taking Flight,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/the-invention-of-wings-by-sue-monk-kidd.html
The Vanishing,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/the-ghost-of-the-mary-celeste-by-valerie-martin.html
The Anti-Snuggle Task Force,2014-01-26,https://www.nytimes.com/interactive/2014/01/26/magazine/26-one-page-magazine.html
Unreconciled,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/chris-abanis-secret-history-of-las-vegas.html
Commitment,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/the-guts-by-roddy-doyle.html
Under the Covers,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/why-i-read-by-wendy-lesser.html
Private Life,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/firefly-by-janette-jenkins.html
Grand Illusions,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/1914-by-jean-echenoz.html
Then We Came to the End,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/things-ive-learned-from-dying-and-the-death-class.html
A Sense of Snow,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/the-kept-by-james-scott.html
Ex-Governor of Virginia Is Released After Arraignment,2014-01-25,https://www.nytimes.com/2014/01/25/us/ex-governor-of-virginia-is-released-after-arraignment.html
What I Love | Anna Netrebko,2014-01-26,https://www.nytimes.com/slideshow/2014/01/26/realestate/20140126-LOVE.html
Anna Netrebko Decorates,2014-01-26,https://www.nytimes.com/2014/01/26/realestate/anna-netrebko-decorates.html
Who Made That Tricycle?,2014-01-26,https://www.nytimes.com/2014/01/26/magazine/who-made-that-tricycle.html
Pipeline Fight Lifts Environmental Movement,2014-01-25,https://www.nytimes.com/2014/01/25/us/keystone-xl-pipeline-fight-lifts-environmental-movement.html
"In Russia, Couriers Halt Parcel Delivery",2014-01-25,https://www.nytimes.com/2014/01/25/business/in-russia-several-couriers-halt-delivery-of-packages-to-individuals.html
On the Right,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/yuval-levins-great-debate-and-more.html
"Russia Plans to Extend Snowden Asylum, Lawmaker Says",2014-01-25,https://www.nytimes.com/2014/01/25/world/europe/russia-plans-to-extend-snowden-asylum-lawmaker-says.html
Some States Are Moving to Loosen Their Estate Taxes,2014-01-25,https://www.nytimes.com/2014/01/25/your-money/cold-facts-about-estate-taxes.html
"Following Your Dream Brings Bliss, but Not Always Money",2014-01-25,https://www.nytimes.com/2014/01/25/your-money/following-your-dream-doesnt-always-reap-financial-rewards.html
Former Interpreter for The Times Is Killed in Afghanistan,2014-01-25,https://www.nytimes.com/2014/01/25/world/asia/former-times-translator-killed-in-afghanistan.html
Paperback Row,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/paperback-row.html
Editors’ Choice,2014-01-26,https://www.nytimes.com/2014/01/26/books/review/editors-choice.html
"Co-ops Chill, Condos Don’t",2014-01-26,https://www.nytimes.com/2014/01/26/realestate/co-ops-chill-condos-dont.html
"At BP, There’s Optimism in the Corner Office",2014-01-25,https://www.nytimes.com/2014/01/25/business/energy-environment/bp-still-struggling-to-put-gulf-spill-behind-it.html
"After Controversy, ‘Duck Dynasty’ Draws a Smaller Audience",2014-01-25,https://www.nytimes.com/2014/01/25/business/media/after-controversy-duck-dynasty-draws-a-smaller-audience.html
"Homies in Verona, Gangstas in Elsinore",2014-01-25,https://www.nytimes.com/2014/01/25/arts/thug-notes-and-other-sites-translate-literature-into-rap.html
"A Lawyer and Partner, and Also Bankrupt",2014-01-25,https://www.nytimes.com/2014/01/25/business/partner-in-a-prestigious-law-firm-and-bankrupt.html
"Shulamit Aloni, Outspoken Israeli Lawmaker, Dies at 86",2014-01-25,https://www.nytimes.com/2014/01/25/world/middleeast/shulamit-aloni-outspoken-israeli-lawmaker-dies-at-86.html
Aide Arrested in Child Pornography Case Is Found Dead,2014-01-25,https://www.nytimes.com/2014/01/25/us/politics/aide-arrested-in-child-pornography-case-is-found-dead.html
Erosion of Argentine Peso Sends a Shudder Through Latin America,2014-01-25,https://www.nytimes.com/2014/01/25/world/americas/argentina-eases-currency-controls-but-citizens-are-not-reassured.html
Video: Range Rover Offers Off-Road Capability in an Opulent Package,2014-01-25,https://www.nytimes.com/2014/01/25/automobiles/autoreviews/video-range-rover-offers-off-road-capability-in-an-opulent-package.html
"After a Long Trip, a Good Predators Debut for Del Zotto",2014-01-25,https://www.nytimes.com/2014/01/25/sports/hockey/after-a-long-trip-a-good-predators-debut-for-del-zotto.html
"Running Wild, Wheelies to the Wind",2014-01-26,https://www.nytimes.com/2014/01/26/movies/12-oclock-boys-documents-dirt-bike-riders-in-baltimore.html
A Template 007 Named Fleming,2014-01-26,https://www.nytimes.com/2014/01/26/arts/television/a-template-007-named-fleming.html
Hardware Shop Owner Sculpts Art From Odds and Ends,2014-01-26,https://www.nytimes.com/2014/01/26/nyregion/hardware-shop-owner-sculpts-art-from-odds-and-ends.html
Bragging Rights of an Up-and-Comer,2014-01-26,https://www.nytimes.com/2014/01/26/arts/music/bragging-rights-of-an-up-and-comer.html
"Like John Wayne, but in Anoraks",2014-01-26,https://www.nytimes.com/2014/01/26/movies/like-john-wayne-but-in-anoraks.html
Star-Crossed Meets Hip-Hop,2014-01-26,https://www.nytimes.com/2014/01/26/arts/dance/star-crossed-meets-hip-hop.html
"Art of Collision, Sticks to Cymbals",2014-01-26,https://www.nytimes.com/2014/01/26/arts/music/art-of-collision-sticks-to-cymbals.html
"Before and After, Paris in the 1800s",2014-01-26,https://www.nytimes.com/2014/01/26/arts/design/before-and-after-paris-in-the-1800s.html
"Making Waves at Sea, and in the Studio",2014-01-26,https://www.nytimes.com/2014/01/26/arts/music/making-waves-at-sea-and-in-the-studio.html
Love That Dare Not Sing Its Name,2014-01-26,https://www.nytimes.com/2014/01/26/arts/music/charles-wuorinen-adapts-brokeback-mountain-as-opera.html
Old Democratic Name (Nunn) Stakes Bid on Shifting Georgia ,2014-01-25,https://www.nytimes.com/2014/01/25/us/politics/familiar-name-tries-to-reverse-democrats-slide-in-georgia.html
"An Old-Style Jazzman, and Voices of Iran’s Past",2014-01-26,https://www.nytimes.com/2014/01/26/arts/music/albums-from-george-cables-and-zara-mcfarlane.html
Small-Town Crank Finds His Following,2014-01-26,https://www.nytimes.com/2014/01/26/arts/television/the-british-series-doc-martin-takes-off-in-us.html
Gestures of a Hot Hand,2014-01-26,https://www.nytimes.com/2014/01/26/arts/dance/liam-scarlett-creates-a-work-for-city-ballet.html
The 2015 Lincoln Navigator: A Familiar Shape With a New Face,2014-01-25,https://www.nytimes.com/2014/01/25/automobiles/autoreviews/the-2015-lincoln-navigator-a-familiar-shape-with-a-new-face.html
Portrait of a Wily Holocaust Survivor,2014-01-26,https://www.nytimes.com/2014/01/26/movies/the-last-of-the-unjust-about-a-jewish-camp-official.html
Republicans Vote to Streamline Nominating Process,2014-01-25,https://www.nytimes.com/2014/01/25/us/politics/republicans-approve-changes-to-nominating-process.html
"All Together Now, Eyes on the Screen",2014-01-26,https://www.nytimes.com/2014/01/26/nyregion/all-together-now-eyes-on-the-screen.html
Wheelies: The Muppet Toyota Edition,2014-01-25,https://www.nytimes.com/2014/01/25/automobiles/wheelies-the-muppet-toyota-edition.html
Don&#8217;t Blame the Maps,2014-01-26,https://www.nytimes.com/2014/01/26/opinion/sunday/its-the-geography-stupid.html
"Bach Inventions and a Monk Tribute, Using All of the Piano",2014-01-25,https://www.nytimes.com/2014/01/25/arts/music/simone-dinnerstein-gives-new-twists-to-classics.html
On the Market in New York City,2014-01-26,https://www.nytimes.com/slideshow/2014/01/26/realestate/20140126-OTMNYC.html
Serendipity: 1. Spreadsheet: 0.,2014-01-26,https://www.nytimes.com/2014/01/26/fashion/weddings/serendipity-1-spreadsheet-0.html
"In the Ghost With the Most, Drivers May Haunt the Back Seat",2014-01-26,https://www.nytimes.com/2014/01/26/automobiles/autoreviews/in-the-ghost-with-the-most-drivers-may-haunt-the-back-seat.html
Duel at the Old Fulton Fish Market,2014-01-26,https://www.nytimes.com/2014/01/26/nyregion/duel-at-the-old-fulton-fish-market.html
On the Market in the Region,2014-01-26,https://www.nytimes.com/slideshow/2014/01/26/realestate/20140126-OTMREG.html
Chinatown Revisited,2014-01-26,https://www.nytimes.com/2014/01/26/travel/chinatown-revisited.html
Amy Tan’s Evolving Sense of China,2014-01-26,https://www.nytimes.com/2014/01/26/travel/amy-tans-evolving-sense-of-china.html
"The Ecstasy of Excess, the Agony of the Sticker",2014-01-26,https://www.nytimes.com/2014/01/26/automobiles/autoreviews/the-ecstasy-of-excess-the-agony-of-the-sticker.html
Not Your Average Spirit,2014-01-26,https://www.nytimes.com/slideshow/2014/01/26/automobiles/autoreviews/26wraith-slides.html
"Kiev Truce Falls Apart, and Unrest Resurges",2014-01-25,https://www.nytimes.com/2014/01/25/world/europe/ukraine-protests.html
Unrest Spreads to More Cities in Ukraine,2014-01-25,https://www.nytimes.com/2014/01/25/world/middleeast/ukraine-protests.html
"Modern Civility, Retail Division",2014-01-26,https://www.nytimes.com/2014/01/26/fashion/shopping-etiquette-retail-advice.html
"Loehmann’s, Out of Step and Closing Down",2014-01-26,https://www.nytimes.com/2014/01/26/nyregion/closing-of-loehmanns-reflects-changes-in-shopping.html
Jeep Struggles to Repair Vehicles 14 Months After Recall,2014-01-25,https://www.nytimes.com/2014/01/25/automobiles/jeep-struggles-to-repair-vehicles-14-months-after-recall.html
Officials Blame Human Error for the Latest Blow to the Reputation of Metro-North,2014-01-25,https://www.nytimes.com/2014/01/25/nyregion/human-error-blamed-for-metro-north-power-failure.html
Emery Roth Lived Here,2014-01-26,https://www.nytimes.com/2014/01/26/realestate/emery-roth-lived-here.html
"After a Son’s Death, Parents Channel Their Grief Into Activism",2014-01-26,https://www.nytimes.com/2014/01/26/nyregion/after-a-sons-death-parents-turn-their-grief-to-activism.html
"Humor, Locked and Loaded",2014-01-26,https://www.nytimes.com/2014/01/26/movies/awardsseason/american-hustle-and-wolf-of-wall-street-as-brutal-comedies.html
Bill Cunningham | Topping Up,2014-01-26,https://www.nytimes.com/2014/01/26/fashion/mens-fashion-bill-cunningham-topping-up.html
"Flood Ebbs, Insurance Woes Don&#8217;t",2014-01-25,https://www.nytimes.com/2014/01/25/your-money/for-some-sandy-victims-insurance-headaches-persist.html
"Architect Goes Home, to Recall and to Work",2014-01-25,https://www.nytimes.com/2014/01/25/arts/design/richard-meier-is-now-focusing-on-new-jersey-projects.html
"In Nuns’ Suit, Justices Block Key Mandate in Health Law",2014-01-25,https://www.nytimes.com/2014/01/25/us/justices-extend-order-blocking-contraception-mandate-for-nuns.html
How Henry Hudson Got His Perch,2014-01-26,https://www.nytimes.com/2014/01/26/nyregion/a-fount-of-monumental-questions.html
The Sexual Healer,2014-01-26,https://www.nytimes.com/2014/01/26/fashion/Sex-Esther-Perel-Couples-Therapy.html
"A Firebird, a Mermaid and a Bit of Mozart",2014-01-25,https://www.nytimes.com/2014/01/25/arts/music/andrey-boreyko-conducts-the-new-york-philharmonic.html
Let’s Change the World. Cheers!,2014-01-26,https://www.nytimes.com/2014/01/26/fashion/Davos-World-Economic-Forum-sustainability-mindfulness.html
Pastoral Icon or Woolly Menace?,2014-01-26,https://www.nytimes.com/2014/01/26/opinion/sunday/pastoral-icon-or-woolly-menace.html
Judge Orders Hospital to Remove Pregnant Woman From Life Support,2014-01-25,https://www.nytimes.com/2014/01/25/us/judge-orders-hospital-to-remove-life-support-from-pregnant-woman.html
Quietly Ascending Rock’s Peaks,2014-01-25,https://www.nytimes.com/2014/01/25/arts/music/bastille-and-st-lucia-take-different-musical-routes.html
Collector Auctions Suggest Recovery Is Nearly Complete,2014-01-26,https://www.nytimes.com/2014/01/26/automobiles/collector-auctions-suggest-recovery-is-nearly-complete.html
‘Needs Some T.L.C.’ Proves a Powerful Boost to Prices,2014-01-26,https://www.nytimes.com/2014/01/26/automobiles/needs-some-tlc-proves-a-powerful-boost-to-prices.html
Revelatory Archive of a Giant of Jazz,2014-01-25,https://www.nytimes.com/2014/01/25/arts/music/library-of-congress-acquires-max-roachs-papers.html
Desert Stars,2014-01-26,https://www.nytimes.com/slideshow/2014/01/26/automobiles/collectibles/26auction-slides.html
Red Carpet Watch: Amy Adams’s Fashion,2014-01-26,https://www.nytimes.com/slideshow/2014/01/26/fashion/20140126-REDCARPET.html
"The District 3 Winter Regional in Rye Brook, N.Y.",2014-01-25,https://www.nytimes.com/2014/01/25/crosswords/bridge/the-district-3-winter-regional-in-rye-brook-ny.html
"Distrust in America, War in Syria and Protests in Ukraine",2014-01-26,https://www.nytimes.com/2014/01/26/opinion/sunday/distrust-in-america-war-in-syria-and-protests-in-ukraine.html
Popularity of Stubble Drags on Profit at Procter & Gamble,2014-01-25,https://www.nytimes.com/2014/01/25/business/popularity-of-stubble-drags-on-profit-at-procter-gamble.html
Bristol-Myers Shares Fall on Schedule of Drug Trial,2014-01-25,https://www.nytimes.com/2014/01/25/business/bristol-myers-squibb-reports-stronger-than-expected-results.html
Natural Gas Prices Soar as Mercury Plummets,2014-01-25,https://www.nytimes.com/2014/01/25/business/energy-environment/natural-gas-market-heats-up-as-temperatures-fall.html
The Politics of How to Pay for Pre-K,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/the-politics-of-how-to-pay-for-pre-k.html
To Stop Another Snowden,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/to-stop-another-snowden.html
Dignity for Farmworkers,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/dignity-for-farmworkers.html
Congress and the Climate,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/congress-and-the-climate.html
Parents’ Hopes and Biases,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/parents-hopes-and-biases.html
Abuse of Female Reporters,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/abuse-of-female-reporters.html
Klinsmann Tweaks Roster for South Korea Game,2014-01-25,https://www.nytimes.com/2014/01/25/sports/soccer/klinsmann-tweaks-roster-for-south-korea-game.html
"Walmart Will Lay Off 2,300 Sam’s Club Workers",2014-01-25,https://www.nytimes.com/2014/01/25/business/walmart-will-lay-off-2300-sams-club-workers.html
Ex-Cowboy Sentenced to 180 Days,2014-01-25,https://www.nytimes.com/2014/01/25/sports/football/nfl-roundup.html
What Money Can Do,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/what-money-can-do.html
Endangered Elephants,2014-01-25,https://www.nytimes.com/2014/01/25/opinion/endangered-elephants.html
Dell’s Financial Chief Steps Down,2014-01-25,https://www.nytimes.com/2014/01/25/technology/dells-financial-chief-steps-down.html
"No Durant, but Thunder Win",2014-01-25,https://www.nytimes.com/2014/01/25/sports/basketball/nba-roundup.html
Auto Union and Volkswagen Cleared by Labor Board,2014-01-25,https://www.nytimes.com/2014/01/25/automobiles/auto-union-and-volkswagen-cleared-by-labor-board.html
Unions Decline in Public Sector,2014-01-25,https://www.nytimes.com/2014/01/25/business/unions-decline-in-public-sector.html
House G.O.P. Leaders Aim to Bridge Party’s Divisions to Avoid Debt Limit Face-Off,2014-01-25,https://www.nytimes.com/2014/01/25/us/politics/house-gop-leaders-aim-to-bridge-partys-divisions-to-avoid-debt-limit-face-off.html
KPMG Agrees to Settlement With S.E.C.,2014-01-25,https://www.nytimes.com/2014/01/25/business/kpmg-agrees-to-settlement-with-sec.html
"Jagr Assists, Schneider Saves, and Devils Win 2nd Straight",2014-01-25,https://www.nytimes.com/2014/01/25/sports/hockey/nhl-roundup.html
Kasparov Discloses Election Contracts ,2014-01-25,https://www.nytimes.com/2014/01/25/sports/kasparov-discloses-contracts-with-federation-official.html
Writer Tells Africa What He Couldn’t Tell ‘Mum’,2014-01-25,https://www.nytimes.com/2014/01/25/world/africa/as-africa-debates-gay-rights-writer-comes-out.html
White House Comeback for Political Affairs Office,2014-01-25,https://www.nytimes.com/2014/01/25/us/politics/white-house-comeback-for-political-affairs-office.html
The Elders of Organic Farming,2014-01-25,https://www.nytimes.com/2014/01/25/business/the-elders-of-organic-farming.html
"New Commissioner Has Ties to ‘Sherlock,’ via Barbados",2014-01-25,https://www.nytimes.com/2014/01/25/nyregion/new-city-official-has-ties-to-sherlock-via-barbados.html
