headline,date,url
An Ever-Ripening Bouquet,2014-01-01,https://www.nytimes.com/2014/01/01/arts/dance/nutcracker-dancers-in-this-seasons-performances.html
Shelling of Bus in Northern Syria Caps a Merciless Year,2014-01-01,https://www.nytimes.com/2014/01/01/world/middleeast/syria.html
"What You Get for... $650,000",2014-01-02,https://www.nytimes.com/2014/01/02/greathomesanddestinations/what-you-get-for-650000.html
"Homes for $650,000",2014-01-02,https://www.nytimes.com/slideshow/2014/01/02/greathomesanddestinations/20140102-GH-WYG.html
Florida Law on Drug Tests for Welfare Is Struck Down,2014-01-01,https://www.nytimes.com/2014/01/01/us/florida-law-on-drug-testing-for-welfare-is-struck-down.html
Where 600 College Students Live Above the Store,2014-01-01,https://www.nytimes.com/2014/01/01/realestate/commercial/600-college-students-live-above-the-store.html
"Clubs Ban Photos, Putting Off Some Instagram and Selfie Fans",2014-01-02,https://www.nytimes.com/2014/01/02/fashion/Instagram-photos-clubs-selfie.html
Bliss Must Be Just Around the Corner,2014-01-01,https://www.nytimes.com/2014/01/01/books/the-scent-of-pine-by-lara-vapnyar.html
Utah Asks Highest Court to Suspend Gay Marriage,2014-01-01,https://www.nytimes.com/2014/01/01/us/utah-asks-supreme-court-to-halt-same-sex-marriages.html
100 Glorious Years of the Rose Bowl,2014-01-01,https://www.nytimes.com/2014/01/01/sports/ncaafootball/100-glorious-years-of-the-rose-bowl.html
India Comes Together to Say Farewell,2014-01-01,https://www.nytimes.com/2014/01/01/sports/cricket/india-comes-together-to-say-farewell.html
Maestro at Work: Hold That Cough,2014-01-01,https://www.nytimes.com/2014/01/01/arts/music/maestro-at-work-hold-that-cough.html
"For Santini Family, a Memorable Year of Hockey",2014-01-01,https://www.nytimes.com/2014/01/01/sports/for-santini-family-a-memorable-year-of-hockey.html
Big-Spending Knicks and Nets Excel at Impoverishing the Draft,2014-01-01,https://www.nytimes.com/2014/01/01/sports/basketball/big-spending-knicks-and-nets-excel-at-impoverishing-the-draft.html
Korean Cash Takes Broadway Bows,2014-01-01,https://www.nytimes.com/2014/01/01/theater/korean-cash-takes-broadway-bows.html
‘In Other News’: TV Personalities’ Low-Key Coming Out,2014-01-02,https://www.nytimes.com/2014/01/02/fashion/gay-news-anchors-coming-out-lgbt-news.html
Philadelphia Forges Plan to Rebuild From Decay,2014-01-01,https://www.nytimes.com/2014/01/01/realestate/commercial/a-land-bank-is-forged-for-decaying-blocks-in-philadelphia.html
Richard Ravitch,2014-01-01,https://www.nytimes.com/2014/01/01/realestate/commercial/richard-ravitch.html
"Budget Cuts Imperil Federal Court System, Roberts Says",2014-01-01,https://www.nytimes.com/2014/01/01/us/politics/budget-cuts-imperil-court-system-chief-justice-says.html
Great Expectations for 2014,2014-01-01,https://www.nytimes.com/2014/01/01/arts/new-york-times-critics-on-what-they-want-to-see.html
‘Intent to Deceive’,2014-01-01,https://www.nytimes.com/slideshow/2014/01/01/arts/design/20140101FAKES.html
"So Valuable, It Could Almost Be Real",2014-01-01,https://www.nytimes.com/2014/01/01/arts/design/so-valuable-it-could-almost-be-real.html
"Stagehands, Earning Their Keep",2014-01-01,https://www.nytimes.com/2014/01/01/opinion/stagehands-earning-their-keep.html
Headbanging in Bolivia to the Flutes of Yore,2014-01-01,https://www.nytimes.com/2014/01/01/world/americas/headbanging-in-bolivia-to-the-flutes-of-yore.html
Daunting Calculus for Maine Shrimpers as Entire Season Is Lost,2014-01-01,https://www.nytimes.com/2014/01/01/us/for-maine-shrimpers-a-frightening-calculus.html
District Judge Upholds Government’s Right to Search Electronics at Border,2014-01-01,https://www.nytimes.com/2014/01/01/business/judge-upholds-us-right-to-search-devices-at-border.html
The Unlobbyists,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/edsall-the-unlobbyists.html
Bowl Games to Watch on New Year’s Day,2014-01-01,https://www.nytimes.com/2014/01/01/sports/ncaafootball/new-years-day-bowl-games.html
"House Prices Rise Again, but the Pace Could Slow",2014-01-01,https://www.nytimes.com/2014/01/01/business/economy/house-prices-rise-again-but-the-pace-could-slow.html
Jaywalking Rules and Habits: L.A. vs. New York,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/jaywalking-rules-and-habits-la-vs-new-york.html
Drawn Back Into Iraq,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/drawn-back-into-iraq.html
Egypt Says 3 Journalists Will Be Held 15 More Days,2014-01-01,https://www.nytimes.com/2014/01/01/world/middleeast/egypt-says-3-journalists-will-be-held-15-more-days.html
Killing With Kindness,2014-01-02,https://www.nytimes.com/2014/01/02/garden/back-to-paradise.html
Spiders That Went to Design School,2014-01-02,https://www.nytimes.com/2014/01/02/garden/spiders-that-went-to-design-school.html
"Hello, Here’s Your Closet",2014-01-02,https://www.nytimes.com/slideshow/2014/01/02/greathomesanddestinations/20130102-LOCATION.html
Love in the Wings,2014-01-02,https://www.nytimes.com/2014/01/02/greathomesanddestinations/love-in-the-wings.html
Evaluating Teachers,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/evaluating-teachers.html
Does the Garage Interior Matter to Home Buyers?,2014-01-02,https://www.nytimes.com/2014/01/02/garden/does-the-garage-interior-matter-to-home-buyers.html
Making Way for the Real Hawaii,2014-01-02,https://www.nytimes.com/slideshow/2014/01/02/garden/20140102-HAWAII.html
Regulating Supplements,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/regulating-supplements.html
The Obamacare We Deserve,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/moore-the-obamacare-we-deserve.html
"Anxious Youth, Then and Now",2014-01-01,https://www.nytimes.com/2014/01/01/opinion/anxious-youth-then-and-now.html
A Guide to Years Ending in 4,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/bittman-a-guide-to-years-ending-in-4.html
Make of It Whatever You Will,2014-01-02,https://www.nytimes.com/2014/01/02/garden/make-of-it-whatever-you-will.html
My Jewish State,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/cohen-my-jewish-state.html
"Sales at Waggo, Wolf Home and Others",2014-01-02,https://www.nytimes.com/2014/01/02/garden/sales-at-waggo-wolf-home-and-others.html
The New Year Within,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/the-new-year-within.html
Saying ‘I Do’ Amid the Roses,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/saying-i-do-amid-the-roses.html
"‘Safe From Fire, Rats, Weather and Waste’",2014-01-02,https://www.nytimes.com/slideshow/2014/01/02/garden/20140102-FULLER.html
"War Shelters, Short-Lived Yet Living On",2014-01-02,https://www.nytimes.com/2014/01/02/garden/war-shelters-short-lived-yet-living-on.html
Only the Purest Water Will Do,2014-01-02,https://www.nytimes.com/2014/01/02/garden/only-the-purest-water-will-do.html
Homecoming of a Sort,2014-01-02,https://www.nytimes.com/2014/01/02/garden/homecoming-of-a-sort.html
Cameroon: Kidnapped French Priest Is Released,2014-01-01,https://www.nytimes.com/2014/01/01/world/africa/cameroon-kidnapped-french-priest-is-released.html
Gaza: Hamas Lawmakers Approve Large Budget Deficit,2014-01-01,https://www.nytimes.com/2014/01/01/world/middleeast/gaza-hamas-lawmakers-approve-large-budget-deficit.html
Don’t Knock These Faux-Bois Accessories,2014-01-02,https://www.nytimes.com/2014/01/02/garden/dont-knock-these-faux-bois-accessories.html
"In Tiny Houses, Hope Lives",2014-01-02,https://www.nytimes.com/2014/01/02/garden/in-tiny-houses-hope-lives.html
"Connie Dierking, 77, Journeyman Who Was Linked to N.B.A. Greats, Dies",2014-01-01,https://www.nytimes.com/2014/01/01/sports/basketball/connie-dierking-dies-at-77-part-of-wilt-chamberlain-trade.html
Arkansas Lieutenant Governor Faces Calls to Quit Over Ethics Violations,2014-01-01,https://www.nytimes.com/2014/01/01/us/politics/arkansas-lieutenant-governor-faces-calls-to-quit-over-ethics-violations.html
Preserving Wireless Competition,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/preserving-wireless-competition.html
Phish Fans Encounter Crackdown at Garden,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/drug-use-and-arrests-accompany-phishs-madison-square-garden-shows.html
Supporters of $15 Wage Seek Appeal of Ruling,2014-01-01,https://www.nytimes.com/2014/01/01/us/supporters-of-15-wage-seek-appeal-of-ruling.html
More Guns Will Not Save Iraq,2014-01-01,https://www.nytimes.com/2014/01/01/opinion/more-guns-will-not-save-iraq.html
"College, Not Just for Himself, but for His Son",2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/college-not-just-for-himself-but-for-his-son.html
"Power Curbed, Detroit Mayor Faces Big Job",2014-01-01,https://www.nytimes.com/2014/01/01/us/power-curbed-detroit-mayor-faces-big-job.html
U.S. Solar Panel Maker Seeks to Close Loophole in Duties on Chinese Products,2014-01-01,https://www.nytimes.com/2014/01/01/business/energy-environment/us-solar-panel-maker-seeks-to-close-loophole-in-duties-on-chinese-products.html
Snow May Deal a First Test to de Blasio One Day After He Takes Office,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/snow-may-deal-a-first-test-to-de-blasio-one-day-after-he-takes-office.html
Kerry to Press for ‘Framework’ Accord to Keep Mideast Peace Effort Moving,2014-01-01,https://www.nytimes.com/2014/01/01/world/middleeast/kerry-to-press-for-framework-accord-to-keep-mideast-peace-effort-moving.html
Millions Gaining Health Coverage Under Law,2014-01-01,https://www.nytimes.com/2014/01/01/us/politics/millions-gaining-health-coverage-under-law.html
"Jets, at Least for Moment, Put Entertainment Aside",2014-01-01,https://www.nytimes.com/2014/01/01/sports/football/jets-at-least-for-moment-put-entertainment-aside.html
Old Rivalries Reignited a Fuse in South Sudan,2014-01-01,https://www.nytimes.com/2014/01/01/world/africa/old-rivalries-reignited-a-fuse-in-south-sudan.html
Cuomo Prods Assemblymen to Resign,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/cuomo-prods-assemblymen-to-resign.html
High-Dose Vitamin E Slows Decline of Some Alzheimer’s Patients in Study,2014-01-01,https://www.nytimes.com/2014/01/01/health/high-dose-vitamin-e-slows-decline-of-some-alzheimers-patients-in-study.html
Bowden Adjusts to His Life as a Dadgum Retiree,2014-01-01,https://www.nytimes.com/2014/01/01/sports/ncaafootball/bowden-adjusts-to-his-life-as-a-dadgum-retiree.html
2 Slashed at Port Authority Bus Terminal,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/2-stabbed-at-port-authority-bus-terminal.html
Cuomo Issues Pardons for First Time in Office,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/cuomo-issues-pardons-for-first-time-in-office.html
City Makes Deal to Keep Market at Hunts Point,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/city-makes-deal-to-keep-market-at-hunts-point.html
"A’s for Athletes, but Charges of Fraud at North Carolina",2014-01-01,https://www.nytimes.com/2014/01/01/sports/as-for-athletes-but-charges-of-tar-heel-fraud.html
De Blasio Draws All Liberal Eyes to New York City,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/de-blasio-draws-all-liberal-eyes-to-new-york-city.html
"As Alumni Meet at the Winter Classic, Even 74-Year-Old Likes to Have Coach’s Confidence",2014-01-01,https://www.nytimes.com/2014/01/01/sports/hockey/as-alumni-meet-at-the-winter-classic-even-74-year-old-likes-to-have-coachs-confidence.html
"As Alumni Meet at the Winter Classic, Even 74-Year-Old Likes to Have Coach’s Confidence",2014-01-01,https://www.nytimes.com/2014/01/01/sports/hockey/as-alumni-meet-at-the-winter-classic-even-74-year-old-likes-to-have-coachs-confidence.html
Justice Blocks Contraception Mandate on Insurance in Suit by Nuns,2014-01-01,https://www.nytimes.com/2014/01/01/us/politics/justice-sotomayor-blocks-contraception-mandate-in-health-law.html
"McDonagh Is Expanding His Game, and Adding Admirers",2014-01-01,https://www.nytimes.com/2014/01/01/sports/hockey/mcdonagh-is-expanding-his-game-and-adding-admirers.html
"Boy, 15, Charged With Murders in Newark",2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/boy-15-charged-with-murders-in-newark.html
Rangers Overcome Miscue to Top Panthers in Shootout,2014-01-01,https://www.nytimes.com/2014/01/01/sports/hockey/hockey-roundup.html
Con Ed Agrees Not to Raise Its Residential Electricity Rate for 2 Years,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/con-ed-agrees-not-to-raise-its-residential-electricity-rate-for-2-years.html
Barbara Bush Hospitalized for Pneumonia in Texas,2014-01-01,https://www.nytimes.com/2014/01/01/us/barbara-bush-hospitalized-for-pneumonia-in-texas.html
North Korean Leader Says He Wants Better Ties With South,2014-01-01,https://www.nytimes.com/2014/01/01/world/asia/north-korean-leader-says-he-wants-better-ties-with-south.html
"Winning Lottery Numbers for Dec. 31, 2013",2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/winning-lottery-numbers-for-dec-31-2013.html
"UConn Falls Far Behind, Then Comes Up Short at Houston",2014-01-01,https://www.nytimes.com/2014/01/01/sports/ncaabasketball/college-basketball-roundup.html
Nets End Year Gaining Nothing but Sympathy,2014-01-01,https://www.nytimes.com/2014/01/01/sports/basketball/nets-end-year-gaining-nothing-but-sympathy.html
Hawks Rally Over Celtics in Late Run,2014-01-01,https://www.nytimes.com/2014/01/01/sports/basketball/nba-roundup.html
U.C.L.A. Wins Bowl in a Rout,2014-01-01,https://www.nytimes.com/2014/01/01/sports/ncaafootball/ucla-wins-bowl-in-a-rout.html
McIlroy and Wozniacki Engaged,2014-01-01,https://www.nytimes.com/2014/01/01/sports/mcilroy-and-wozniacki-announce-engagement.html
West Nile Virus Is Behind Bald Eagle Deaths in Utah,2014-01-01,https://www.nytimes.com/2014/01/01/us/west-nile-virus-is-behind-bald-eagle-deaths-in-utah.html
Canada Tops U.S. Juniors,2014-01-01,https://www.nytimes.com/2014/01/01/sports/hockey/canada-tops-us-juniors.html
Hamilton Wins Sprint at Tour de Ski,2014-01-01,https://www.nytimes.com/2014/01/01/sports/skiing/hamilton-wins-sprint-at-tour-de-ski.html
"Patricia Ryan, a Managing Editor at Time Inc., Dies at 75",2014-01-01,https://www.nytimes.com/2014/01/01/business/media/patricia-ryan-75-an-editor-at-time-inc-dies.html
"Corrections: January 1, 2014",2014-01-01,https://www.nytimes.com/2014/01/01/pageoneplus/corrections-january-1-2014.html
Recent Commercial Real Estate,2014-01-01,https://www.nytimes.com/2014/01/01/business/recent-commercial-real-estate.html
"Paid Notice: Memorials  SNIDER, BARRY",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9904E7DF163AF932A35752C0A9629D8B63
"Paid Notice: Deaths  EGGERTH, MARTA",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9F06EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Memorials  SCHEINMAN, ALAN",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9805E7DF163AF932A35752C0A9629D8B63
"Paid Notice: Deaths  BACCUS, BARBARA ""BRETT""",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9A02E0D61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  RUDIKOFF, SELMA",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9D05EED61F3AF932A35752C0A9629D8B63
"Paid Notice: Memorials  DEIN, GITTIE PFEFFER",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=950DEED61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  LAZAROF, HENRI",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9B02EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  WOLANER THAUL, HARRIET",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9A00EED61F3AF932A35752C0A9629D8B63
"Quotation of the Day: Wednesday, January 1, 2014",2014-01-01,https://www.nytimes.com/2014/01/01/pageoneplus/quotation-of-the-day-wednesday-january-1-2014.html
The 109th Mayor of New York,2014-01-01,https://www.nytimes.com/slideshow/2014/01/01/nyregion/20140101inaugss.html
Colorado Stores Selling Marijuana Open Their Doors,2014-01-01,https://www.nytimes.com/slideshow/2014/01/01/us/20140101_marijuana.html
"Paid Notice: Deaths  TETENBAUM, HERBERT",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9F07EED61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  CROUSE, ANNA",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9D04EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  WALDMAN, PAUL",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9806EED61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  ZEVE, HARVEY L",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9B03EED61F3AF932A35752C0A9629D8B63
What’s on Wednesday,2014-01-01,https://www.nytimes.com/2014/01/01/arts/television/whats-on-wednesday.html
"Paid Notice: Deaths  CROUSE, ANNA",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9C05EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  WEEN, JEFFREY (JACOB)",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9901EED61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  EINHORN, ELLEN A",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9A03EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  EINHORN, ELLEN",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9900EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  CROUSE, ANNA",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=940CE0D61F3AF932A35752C0A9629D8B63
Freewheeling Fun,2014-01-01,https://www.nytimes.com/2014/01/01/books/and-the-cars-go-and-poem-mobiles.html
"Paid Notice: Deaths  BASS, SUSAN",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9B0DE0D61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  MCENTEGART, EILEEN, F.",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=940DEFD61F3AF932A35752C0A9629D8B63
"Down by 21 at Half, the Aggies Win",2014-01-01,https://www.nytimes.com/2014/01/01/sports/ncaafootball/down-by-21-at-half-the-aggies-win.html
De Blasio Sworn In as New York Mayor,2014-01-01,https://www.nytimes.com/2014/01/01/nyregion/de-blasio-sworn-in-as-new-york-mayor.html
"Paid Notice: Deaths  CROUSE, ANNA",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9E07EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  ROSENBERG, WILLIAM",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=950CEFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  EGGERTH, MARTA",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9801EFD61F3AF932A35752C0A9629D8B63
"Paid Notice: Deaths  SCHWARTZ, FLORENCE PART",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9E04EED61F3AF932A35752C0A9629D8B63
"Paid Notice: Memorials  BARISON, DAVID",2014-01-01,https://query.nytimes.com/gst/fullpage.html?res=9402EED61F3AF932A35752C0A9629D8B63
Navigating Our World Like Birds and Bees,2014-01-01,https://well.blogs.nytimes.com/2014/01/01/navigating-our-world-like-birds-and-bees/
